Project,Analysis,From,To,Day,0-10,20-oct,20-30,30-40,40-50,50-60,60-70,70-80,80-90,90-100,%Toxicos,Toxics commits avarage,Number of authors with toxic commits,Number of authors with toxic commits > 50%,Total commits,Total commits per day,Accumulated commits,Committers,Committers Weight,classes,ncloc,functions,duplicated_lines,skipped_tests,coverage,complexity,comment_lines,comment_lines_density,duplicated_lines_density,files,directories,file_complexity,violations,duplicated_blocks,duplicated_files,lines,public_api,statements,blocker_violations,critical_violations,major_violations,minor_violations,info_violations,lines_to_cover,line_coverage,conditions_to_cover,branch_coverage,sqale_index,sqale_rating,last_commit_date,false_positive_issues,open_issues,reopened_issues,confirmed_issues,sqale_debt_ratio,new_sqale_debt_ratio,code_smells,new_code_smells,bugs,effort_to_reach_maintainability_rating_a,reliability_remediation_effort,reliability_rating,security_remediation_effort,security_rating,cognitive_complexity,new_development_cost,security_hotspots,security_review_rating
JMeter,5.2.1-SNAPSHOT,08/11/2019,25/11/2019,17,12,4,1,1,1,4,2,0,1,4,36%,0.273502318,4,4,30,1.764705882,16714,5,7.631874299,1311.0,114542.0,10994.0,5592.0,11.0,56.5,20056.0,32510.0,22.1,2.8,1129.0,0,17.8,2947.0,317.0,164.0,203137.0,0,51379.0,149.0,714.0,1174.0,599.0,311.0,63030.0,60.0,18911.0,44.9,72030.0,1.0,25/11/2019 00:00,0.0,2947.0,0.0,0.0,2.1,1.535087719,2872.0,0,75.0,0.0,1217.0,5.0,0.0,1.0,15382.0,4560.0,64.0,1.0
JMeter,5.2-SNAPSHOT,05/10/2019,08/11/2019,34,42,8,9,4,4,3,4,6,7,12,32%,0.267196135,6,6,99,2.911764706,16684,9,2.807000157,1311.0,114521.0,10993.0,5592.0,11.0,56.6,20051.0,32559.0,22.1,2.8,1129.0,0,17.8,2957.0,317.0,164.0,203190.0,0,51372.0,149.0,716.0,1176.0,606.0,310.0,63013.0,60.1,18893.0,44.9,72030.0,1.0,11/08/2019 00:00,0.0,2957.0,0.0,0.0,2.1,1.725123409,2881.0,0,76.0,0.0,1232.0,5.0,0.0,1.0,15390.0,76980.0,64.0,1.0
JMeter,5.2.0-SNAPSHOT,05/10/2019,05/10/2019,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,16585,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apache_incubator-iotdb,0.13.0-SNAPSHOT,22/04/2021,22/09/2021,153,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,0,0,0.0,16370.0,1503693.0,137906.0,61777.0,89.0,302.8,270503.0,127414.0,78.0,27.7,13775.0,0,196.4,65090.0,3052.0,1339.0,2204296.0,0,618608.0,633.0,2610.0,56294.0,5013.0,540.0,829195.0,306.6,125898.0,291.0,441758.0,10.0,1.63E+13,0.0,65090.0,0.0,0.0,9.6,15.47912206,64147.0,0,179.0,0.0,1869.0,46.0,10710.0,20.0,209831.0,2156130.0,587.0,50.0
apache_incubator-iotdb,0.12.0-SNAPSHOT,02/12/2020,22/04/2021,141,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,0,0,0.0,34152.0,2966956.0,279209.0,71755.0,26.0,311.0,544544.0,297070.0,228.0,40.0,29253.0,0,475.5,56039.0,3875.0,2085.0,4484222.0,0,1241628.0,1296.0,3085.0,42192.0,8545.0,921.0,400941.0,315.5,109341.0,297.1,449507.0,25.0,4.03E+13,0.0,56039.0,0.0,0.0,13.3,11.52019991,53968.0,0,55.0,0.0,550.0,55.0,28365.0,50.0,410279.0,8827380.0,654.0,110.0
apache_incubator-iotdb,0.11.0-SNAPSHOT,28/06/2020,02/12/2020,157,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,0,0,0.0,13171.0,1107301.0,107348.0,35737.0,6.0,0.0,205264.0,114715.0,122.0,27.4,11237.0,0,244.6,18699.0,1904.0,1025.0,1692044.0,0,460670.0,751.0,2072.0,10383.0,4868.0,625.0,0.0,0.0,0.0,0.0,181858.0,13.0,2.08E+13,0.0,18699.0,0.0,0.0,6.9,4.351660499,17109.0,0,405.0,0.0,3828.0,41.0,16710.0,26.0,147105.0,1424070.0,490.0,17.0
apache_incubator-iotdb,0.10.0-SNAPSHOT,28/06/2020,28/06/2020,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.25.0-rc.1,26/08/2021,26/08/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,2148,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.24.0,23/08/2021,26/08/2021,3,1,2,2,2,0,3,0,1,3,2,56%,0.438573837,2,2,16,5.333333333,2148,2,42.96875,1818.0,94595.0,9354.0,0.0,0.0,389.2,14598.0,12229.0,45.8,0.0,2744.0,0,21.8,32.0,0.0,0.0,202275.0,0,56687.0,0.0,20.0,12.0,0.0,0.0,43707.0,392.8,8384.0,370.6,277.0,4.0,6.52E+12,12.0,32.0,0.0,0.0,0.0,0.022547914,32.0,0,0.0,0.0,0.0,4.0,0.0,4.0,6705.0,106470.0,16.0,4.0
nl.ictu:quality-time,3.24.0-rc.6,23/08/2021,23/08/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,2132,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.24.0-rc.5,22/08/2021,23/08/2021,1,0,0,0,0,0,0,0,1,3,3,100%,0.905988966,1,1,7,7.0,2132,1,100.0,1371.0,71445.0,7056.0,0.0,0.0,291.9,11010.0,9225.0,34.2,0.0,2061.0,0,16.5,24.0,0.0,0.0,152313.0,0,42825.0,0.0,15.0,9.0,0.0,0.0,32931.0,294.6,6306.0,278.1,207.0,3.0,4.89E+12,9.0,24.0,0.0,0.0,0.0,0.0,24.0,0,0.0,0.0,0.0,3.0,0.0,3.0,5058.0,79020.0,12.0,3.0
nl.ictu:quality-time,3.24.0-rc.4,22/08/2021,22/08/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,2125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.24.0-rc.3,22/08/2021,22/08/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,2125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.24.0-rc.2,20/08/2021,22/08/2021,2,3,2,1,0,0,1,0,0,1,0,25%,0.185636342,1,1,8,4.0,2125,1,100.0,457.0,23815.0,2352.0,0.0,0.0,97.3,3670.0,3075.0,11.4,0.0,687.0,0,5.5,8.0,0.0,0.0,50771.0,0,14275.0,0.0,5.0,3.0,0.0,0.0,10977.0,98.2,2102.0,92.7,69.0,1.0,1.63E+12,3.0,8.0,0.0,0.0,0.0,0.0,8.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1686.0,26310.0,4.0,1.0
nl.ictu:quality-time,3.24.0-rc.1,08/07/2021,20/08/2021,43,13,2,1,12,4,8,7,10,4,3,50%,0.354579002,2,2,64,1.488372093,2117,3,8.217131474,2270.0,118606.0,11724.0,0.0,0.0,485.6,18287.0,15170.0,56.7,0.0,3403.0,0,27.5,58.0,0.0,0.0,233946.0,0,70927.0,0.0,43.0,15.0,0.0,0.0,54515.0,490.3,10442.0,461.3,459.0,5.0,8.14E+12,15.0,58.0,0.0,0.0,0.0,0.0,58.0,0,0.0,0.0,0.0,5.0,0.0,5.0,8436.0,368070.0,20.0,5.0
nl.ictu:quality-time,3.23.3,29/06/2021,08/07/2021,9,1,0,3,2,0,1,0,2,2,1,50%,0.385458509,2,2,12,1.333333333,2053,2,48.61111111,792.0,40142.0,4536.0,0.0,0.0,193.4,7112.0,5460.0,24.0,0.0,1228.0,0,11.8,24.0,0.0,0.0,54092.0,0,26446.0,0.0,18.0,6.0,0.0,0.0,20048.0,195.6,4188.0,183.0,194.0,2.0,3.25E+12,6.0,24.0,0.0,0.0,0.0,0.0,24.0,0,0.0,0.0,0.0,2.0,0.0,2.0,3418.0,29910.0,8.0,2.0
nl.ictu:quality-time,3.23.3-rc.1,28/06/2021,29/06/2021,1,1,0,0,0,1,0,1,0,1,0,50%,0.38262254,2,2,4,4.0,2041,2,37.5,396.0,20071.0,2268.0,0.0,0.0,96.7,3556.0,2730.0,12.0,0.0,614.0,0,5.9,12.0,0.0,0.0,27046.0,0,13223.0,0.0,9.0,3.0,0.0,0.0,10024.0,97.8,2094.0,91.5,97.0,1.0,1.62E+12,3.0,12.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1709.0,14910.0,4.0,1.0
nl.ictu:quality-time,3.23.2,17/06/2021,28/06/2021,11,3,0,0,1,6,1,2,0,3,1,41%,0.319537387,2,2,17,1.545454545,2037,2,48.44290657,1188.0,60227.0,6807.0,0.0,0.0,290.1,10666.0,8181.0,36.0,0.0,1842.0,0,17.7,36.0,0.0,0.0,81131.0,0,39653.0,0.0,27.0,9.0,0.0,0.0,30065.0,293.4,6276.0,274.5,291.0,3.0,4.87E+12,9.0,36.0,0.0,0.0,0.0,0.0,36.0,0,0.0,0.0,0.0,3.0,0.0,3.0,5119.0,59700.0,12.0,3.0
nl.ictu:quality-time,3.23.2-rc.14,17/06/2021,17/06/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,2020,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.23.2-rc.13,17/06/2021,17/06/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,2020,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.23.2-rc.12,16/06/2021,17/06/2021,1,1,0,0,0,0,0,0,0,1,1,66%,0.614454468,1,1,3,3.0,2020,1,100.0,396.0,20138.0,2266.0,0.0,0.0,96.7,3549.0,2724.0,11.9,0.0,614.0,0,5.9,12.0,0.0,0.0,27100.0,0,13198.0,0.0,9.0,3.0,0.0,0.0,10004.0,97.8,2090.0,91.5,97.0,1.0,1.62E+12,3.0,12.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1703.0,18180.0,4.0,1.0
nl.ictu:quality-time,3.23.2-rc.11,15/06/2021,16/06/2021,1,2,1,0,0,0,0,0,0,7,2,75%,0.674141248,1,1,12,12.0,2017,1,100.0,1980.0,100593.0,11327.0,0.0,0.0,483.5,17736.0,13612.0,59.5,0.0,3070.0,0,29.5,60.0,0.0,0.0,135397.0,0,65940.0,0.0,45.0,15.0,0.0,0.0,49962.0,489.0,10438.0,457.5,485.0,5.0,8.12E+12,15.0,60.0,0.0,0.0,0.0,0.0,60.0,0,0.0,0.0,0.0,5.0,0.0,5.0,8500.0,87120.0,20.0,5.0
nl.ictu:quality-time,3.23.2-rc.10,15/06/2021,15/06/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,2005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.23.2-rc.9,15/06/2021,15/06/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,2005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.23.2-rc.8,15/06/2021,15/06/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,2005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.23.2-rc.7,15/06/2021,15/06/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,2005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.23.2-rc.6,14/06/2021,15/06/2021,1,0,0,2,2,0,1,0,1,10,3,78%,0.681318434,2,2,19,19.0,2005,2,26.59279778,2376.0,120665.0,13593.0,0.0,0.0,580.2,21278.0,16329.0,71.4,0.0,3684.0,0,35.4,72.0,0.0,0.0,162434.0,0,79132.0,0.0,54.0,18.0,0.0,0.0,59953.0,586.8,12520.0,549.0,582.0,6.0,9.74E+12,18.0,72.0,0.0,0.0,0.0,0.0,72.0,0,0.0,0.0,0.0,6.0,0.0,6.0,10196.0,102300.0,24.0,6.0
nl.ictu:quality-time,3.23.2-rc.5,14/06/2021,14/06/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,1986,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.23.2-rc.4,14/06/2021,14/06/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,1986,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.23.2-rc.3,14/06/2021,14/06/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,1986,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.23.2-rc.2,14/06/2021,14/06/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,1986,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.23.2-rc.1,14/06/2021,14/06/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,1986,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.23.1,13/06/2021,14/06/2021,1,0,1,0,0,0,0,0,0,6,4,90%,0.820852453,1,1,11,11.0,1986,1,100.0,1188.0,60327.0,6801.0,0.0,0.0,290.1,10644.0,8172.0,35.7,0.0,1842.0,0,17.7,36.0,0.0,0.0,81231.0,0,39564.0,0.0,27.0,9.0,0.0,0.0,29955.0,293.4,6258.0,274.5,291.0,3.0,4.87E+12,9.0,36.0,0.0,0.0,0.0,0.0,36.0,0,0.0,0.0,0.0,3.0,0.0,3.0,5098.0,50850.0,12.0,3.0
nl.ictu:quality-time,3.23.1-rc.3,13/06/2021,13/06/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,1975,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.23.1-rc.2,13/06/2021,13/06/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,1975,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.23.1-rc.1,11/06/2021,13/06/2021,2,0,0,1,0,1,1,0,0,0,0,33%,0.173089306,1,1,3,1.5,1975,2,44.44444444,396.0,20104.0,2267.0,0.0,0.0,96.7,3546.0,2724.0,11.9,0.0,614.0,0,5.9,12.0,0.0,0.0,27072.0,0,13184.0,0.0,9.0,3.0,0.0,0.0,9989.0,97.8,2086.0,91.5,97.0,1.0,1.62E+12,3.0,12.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1696.0,18150.0,4.0,1.0
nl.ictu:quality-time,3.23.0,09/06/2021,11/06/2021,2,4,1,1,1,0,1,0,2,3,2,53%,0.437605476,2,2,15,7.5,1972,3,15.25423729,1188.0,60165.0,6756.0,0.0,0.0,290.1,10599.0,8160.0,35.7,0.0,1842.0,0,17.7,36.0,0.0,0.0,81003.0,0,39450.0,0.0,27.0,9.0,0.0,0.0,29934.0,293.4,6270.0,273.9,291.0,3.0,4.87E+12,9.0,36.0,0.0,0.0,0.0,0.0,36.0,0,0.0,0.0,0.0,3.0,0.0,3.0,5094.0,45360.0,12.0,3.0
nl.ictu:quality-time,3.23.0-rc.3,09/06/2021,09/06/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,1957,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.23.0-rc.2,09/06/2021,09/06/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,1957,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.23.0-rc.1,08/06/2021,09/06/2021,1,0,0,1,0,0,1,0,0,0,1,66%,0.468519648,1,1,3,3.0,1957,1,100.0,802.0,40312.0,4542.0,0.0,0.0,193.4,7126.0,5496.0,24.0,0.0,1240.0,0,11.8,24.0,0.0,0.0,54366.0,0,26568.0,0.0,18.0,6.0,0.0,0.0,20202.0,195.6,4240.0,183.0,194.0,2.0,3.25E+12,6.0,24.0,0.0,0.0,0.0,0.0,24.0,0,0.0,0.0,0.0,2.0,0.0,2.0,3412.0,23520.0,8.0,2.0
nl.ictu:quality-time,3.22.0,26/05/2021,08/06/2021,13,3,1,0,1,2,2,3,1,0,5,61%,0.469538795,3,3,18,1.384615385,1954,3,22.10526316,1199.0,60142.0,6785.0,0.0,0.0,290.1,10640.0,8208.0,36.0,0.0,1856.0,0,17.5,45.0,0.0,0.0,81119.0,0,39623.0,0.0,36.0,9.0,0.0,0.0,30106.0,293.4,6314.0,274.3,468.0,3.0,4.87E+12,9.0,45.0,0.0,0.0,0.0,0.0,45.0,0,0.0,0.0,0.0,3.0,0.0,3.0,5150.0,24960.0,12.0,3.0
nl.ictu:quality-time,3.22.0-rc.1,26/05/2021,26/05/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,1936,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.21.1-rc.11,25/05/2021,26/05/2021,1,1,0,0,0,1,0,0,1,1,3,71%,0.627840587,1,1,7,7.0,1936,2,24.48979592,399.0,19999.0,2257.0,0.0,0.0,96.7,3539.0,2730.0,12.0,0.0,618.0,0,5.8,15.0,0.0,0.0,26974.0,0,13173.0,0.0,12.0,3.0,0.0,0.0,10006.0,97.8,2098.0,91.4,156.0,1.0,1.62E+12,3.0,15.0,0.0,0.0,0.0,0.0,15.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1710.0,6720.0,4.0,1.0
nl.ictu:quality-time,3.21.1-rc.10,22/05/2021,25/05/2021,3,2,0,0,0,1,0,0,0,2,4,66%,0.609049479,1,1,9,3.0,1929,1,100.0,798.0,39984.0,4514.0,0.0,0.0,193.4,7078.0,5466.0,24.0,0.0,1236.0,0,11.6,32.0,0.0,0.0,53930.0,0,26338.0,0.0,26.0,6.0,0.0,0.0,19986.0,195.6,4200.0,182.6,332.0,2.0,3.24E+12,6.0,32.0,0.0,0.0,0.0,0.0,32.0,0,0.0,0.0,0.0,2.0,0.0,2.0,3446.0,7500.0,8.0,2.0
nl.ictu:quality-time,3.21.1-rc.9,22/05/2021,22/05/2021,0,0,0,0,0,0,0,0,0,0,0,0%,0.0,0,0,0,0.0,1920,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nl.ictu:quality-time,3.21.1-rc.8,15/05/2021,22/05/2021,7,2,2,0,0,3,2,0,0,0,3,41%,0.318330944,2,2,12,1.714285714,1920,2,48.61111111,399.0,19947.0,2248.0,0.0,0.0,96.6,3528.0,2729.0,12.0,0.0,617.0,0,5.8,16.0,0.0,0.0,26910.0,0,13138.0,0.0,13.0,3.0,0.0,0.0,9984.0,97.8,2100.0,91.0,166.0,1.0,1.62E+12,3.0,16.0,0.0,0.0,0.0,0.0,16.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1717.0,19290.0,4.0,1.0
nl.ictu:quality-time,3.21.1-rc.7,13/05/2021,15/05/2021,2,4,0,1,1,1,1,0,2,4,8,68%,0.575000113,2,2,22,11.0,1908,2,29.75206612,2793.0,139643.0,15736.0,0.0,0.0,675.5,24717.0,19040.0,84.0,0.0,4319.0,0,40.6,259.0,0.0,0.0,188405.0,0,91987.0,0.0,196.0,28.0,35.0,0.0,69951.0,683.9,14742.0,635.6,1792.0,7.0,1.13E+13,21.0,252.0,7.0,0.0,0.0,0.0,259.0,0,0.0,0.0,0.0,7.0,0.0,7.0,12061.0,178290.0,28.0,7.0
