Date,"Rain (S-RGF 21246400:21256003-1), mm, PATFA1 (INIAP)","Temperature (S-THC 21246400:21262596-1), *C, PATFA1 (INIAP)","RH (S-THC 21246400:21262596-2), %, PATFA1 (INIAP)","Dew Point (S-THC 21246400:21262596-3), *C, PATFA1 (INIAP)","Wind Speed (S-WSB 21246400:21262656-1), m/s, PATFA1 (INIAP)","Gust Speed (S-WSB 21246400:21262656-2), m/s, PATFA1 (INIAP)","Wind Direction (S-WDA 21246400:21268488-1), *, PATFA1 (INIAP)"
12/24/22 12:20:00,0,23.885,92.29,22.587,0,0,281
12/24/22 12:25:00,0,24.228,88.774,22.287,0,0,281
12/24/22 12:30:00,0,24.786,87.959,22.684,0,0,281
12/24/22 12:35:00,0,25.065,84.961,22.386,0,0,282
12/24/22 12:40:00,0,24.979,84.691,22.25,0,0,282
12/24/22 12:45:00,0.2,24.958,84.605,22.212,0,0,282
12/24/22 12:50:00,0,25.108,87.08,22.835,0,0,282
12/24/22 12:55:00,0,24.936,87.547,22.755,0,0,282
12/24/22 13:00:00,0,24.872,86.888,22.566,0,0,282
12/24/22 13:05:00,0,25.043,85.949,22.556,0,0,282
12/24/22 13:10:00,0,25.065,84.623,22.321,0,0,298
12/24/22 13:15:00,0.2,25.043,83.635,22.106,0,0,354
12/24/22 13:20:00,0,24.893,85.277,22.279,0,0.5,348
12/24/22 13:25:00,0,24.893,86.143,22.446,0,0,347
12/24/22 13:30:00,0,24.85,84.164,22.021,0,0,347
12/24/22 13:35:00,0,24.958,85.557,22.396,0,0,347
12/24/22 13:40:00,0,24.872,84.929,22.191,0,0,347
12/24/22 13:45:00,0,24.786,85.597,22.235,0,0,347
12/24/22 13:50:00,0.2,24.765,85.057,22.11,0,0.5,299
12/24/22 13:55:00,0,24.872,83.313,21.875,0,0,291
12/24/22 14:00:00,0,25.086,82.193,21.863,0,0,291
12/24/22 14:05:00,0,25.451,82.55,22.29,0,0,291
12/24/22 14:10:00,0,26.244,81.413,22.836,0,0,284
12/24/22 14:15:00,0,27.338,80.119,23.636,0,0,223
12/24/22 14:20:00,0,27.059,77.618,22.84,0,1,8
12/24/22 14:25:00,0.2,27.338,74.421,22.415,0,0,14
12/24/22 14:30:00,0,27.102,77.588,22.875,0,1,340
12/24/22 14:35:00,0,27.51,76.988,23.141,0,0,341
12/24/22 14:40:00,0,27.553,74.025,22.534,0,0.5,351
12/24/22 14:45:00,0,27.853,76.217,23.306,0,1,22
12/24/22 14:50:00,0,27.917,72.679,22.582,0,0.5,22
12/24/22 14:55:00,0,28.025,74.304,23.051,0,0.5,27
12/24/22 15:00:00,0.2,28.046,70.944,22.307,0,1.5,56
12/24/22 15:05:00,0,28.325,69.285,22.184,0,1,70
12/24/22 15:10:00,0,28.625,68.141,22.197,0,1.5,72
12/24/22 15:15:00,0,28.904,68.585,22.57,0,1.5,94
12/24/22 15:20:00,0,29.226,65.689,22.165,0,2,97
12/24/22 15:25:00,0,29.269,63.647,21.687,0,1.5,74
12/24/22 15:30:00,0,29.161,66.448,22.294,0.5,3.5,81
12/24/22 15:35:00,0.2,29.698,62.487,21.791,0,2,76
12/24/22 15:40:00,0,29.333,64.526,21.973,0.5,3,77
12/24/22 15:45:00,0,29.719,61.289,21.494,0.5,3,79
12/24/22 15:50:00,0,29.805,63.189,22.076,0.5,3,73
12/24/22 15:55:00,0,29.312,62.867,21.526,1,3,63
12/24/22 16:00:00,0,30.041,63.876,22.476,0,2,73
12/24/22 16:05:00,0,30.127,63.235,22.391,0,0.5,88
12/24/22 16:10:00,0.2,29.934,63.601,22.304,0,2.5,66
12/24/22 16:15:00,0,29.891,65.669,22.791,0,2.5,45
12/24/22 16:20:00,0,30.277,61.851,22.168,0.5,2.5,65
12/24/22 16:25:00,0,31.135,58.904,22.171,0,2.5,84
12/24/22 16:30:00,0,31.263,56.188,21.516,0.5,4,39
12/24/22 16:35:00,0,31.478,58.099,22.265,0.5,3.5,41
12/24/22 16:40:00,0.2,31.649,57.023,22.117,0.5,2,101
12/24/22 16:45:00,0,30.727,60.313,22.178,0.5,2.5,66
12/24/22 16:50:00,0,31.499,56.156,21.726,0,2.5,8
12/24/22 16:55:00,0,30.534,58.267,21.431,0.5,2,25
12/24/22 17:00:00,0,31.585,56.107,21.792,0,2.5,357
12/24/22 17:05:00,0.2,32.336,53.265,21.635,0,2,351
12/24/22 17:10:00,0,32.1,53.42,21.465,0,0.5,348
12/24/22 17:15:00,0,31.092,57.742,21.803,0,1,86
12/24/22 17:20:00,0,30.641,56.03,20.892,0,1.5,81
12/24/22 17:25:00,0,31.177,55.709,21.296,0,1.5,10
12/24/22 17:30:00,0.2,31.864,53.648,21.316,0,2,117
12/24/22 17:35:00,0,30.706,57.124,21.267,0,2.5,104
12/24/22 17:40:00,0,30.62,57.494,21.293,0,1.5,17
12/24/22 17:45:00,0,31.928,53.31,21.273,0,2,108
12/24/22 17:50:00,0.2,33.043,49.894,21.216,0.5,3,77
12/24/22 17:55:00,0,32.722,51.809,21.537,0,2,131
12/24/22 18:00:00,0,32.679,53.185,21.927,0.5,3.5,97
12/24/22 18:05:00,0,32.657,51.473,21.371,0.5,3,81
12/24/22 18:10:00,0.2,33.494,48.531,21.176,0,1.5,59
12/24/22 18:15:00,0,32.657,50.083,20.925,0,1.5,125
12/24/22 18:20:00,0,31.478,52.068,20.473,0,1.5,49
12/24/22 18:25:00,0,32.443,48.04,20.052,0,1,38
12/24/22 18:30:00,0,32.679,50.718,21.15,0.5,2.5,95
12/24/22 18:35:00,0.2,33.451,49.042,21.308,0,1.5,108
12/24/22 18:40:00,0,33.58,46.865,20.685,0,2,118
12/24/22 18:45:00,0,33.322,49.871,21.464,0,2.5,83
12/24/22 18:50:00,0,33.901,46.731,20.93,0,2,83
12/24/22 18:55:00,0.2,31.585,50.805,20.173,0.5,2,91
12/24/22 19:00:00,0,31.349,54.861,21.205,0,1.5,84
12/24/22 19:05:00,0,32.808,48.397,20.505,0,0.5,86
12/24/22 19:10:00,0,33.344,48.814,21.134,0,1,87
12/24/22 19:15:00,0,33.001,47.108,20.242,0,1,159
12/24/22 19:20:00,0.2,34.116,48.031,21.574,0,0.5,101
12/24/22 19:25:00,0,34.588,46.136,21.344,0,1.5,74
12/24/22 19:30:00,0,33.172,50.146,21.417,0.5,2,128
12/24/22 19:35:00,0,33.344,49.667,21.417,0,2,122
12/24/22 19:40:00,0,33.494,47.037,20.667,0,1.5,125
12/24/22 19:45:00,0.2,33.837,47.266,21.058,0,1.5,105
12/24/22 19:50:00,0,33.108,47.436,20.453,0.5,3,58
12/24/22 19:55:00,0,33.108,49.204,21.048,0.5,2.5,86
12/24/22 20:00:00,0,33.644,46.973,20.781,0,2,39
12/24/22 20:05:00,0,33.665,48.823,21.43,0,2,53
12/24/22 20:10:00,0.2,34.18,47.584,21.479,0,0,60
12/24/22 20:15:00,0,33.365,47.848,20.827,0,1.5,94
12/24/22 20:20:00,0,33.966,48.545,21.611,0,0.5,125
12/24/22 20:25:00,0,33.451,48.269,21.048,0,2,95
12/24/22 20:30:00,0,33.494,49.007,21.335,0,1.5,91
12/24/22 20:35:00,0,33.537,47.459,20.851,0,2,45
12/24/22 20:40:00,0.2,33.537,50.326,21.809,0,1.5,72
12/24/22 20:45:00,0,33.837,47.414,21.109,0,0.5,333
12/24/22 20:50:00,0,33.322,48.032,20.851,0,1,140
12/24/22 20:55:00,0,33.944,47.568,21.259,0,1.5,102
12/24/22 21:00:00,0,32.958,48.476,20.668,0.5,3,100
12/24/22 21:05:00,0,32.421,50.306,20.781,0,1,121
12/24/22 21:10:00,0.2,32.314,52.546,21.393,0,1.5,143
12/24/22 21:15:00,0,32.55,49.374,20.594,0,1,125
12/24/22 21:20:00,0,32.979,50.42,21.329,0,2,114
12/24/22 21:25:00,0,31.864,53.593,21.299,0,2,88
12/24/22 21:30:00,0,31.328,55.846,21.476,0,0,81
12/24/22 21:35:00,0,32.55,50.559,20.98,0,0,81
12/24/22 21:40:00,0.2,32.486,49.876,20.7,0,1.5,97
12/24/22 21:45:00,0,32.936,49.314,20.928,0,2,88
12/24/22 21:50:00,0,32.507,52.764,21.639,0,2,100
12/24/22 21:55:00,0,32.357,51.814,21.203,0,1,122
12/24/22 22:00:00,0,32.164,51.85,21.037,0,1,83
12/24/22 22:05:00,0,32.207,51.548,20.981,0,1,70
12/24/22 22:10:00,0.2,32.228,53.484,21.603,0,1,129
12/24/22 22:15:00,0,32.293,54.018,21.826,0,0,121
12/24/22 22:20:00,0,31.778,53.256,21.117,0,1,90
12/24/22 22:25:00,0,31.907,55.085,21.789,0,0,56
12/24/22 22:30:00,0,31.799,56.66,22.152,0,0,56
12/24/22 22:35:00,0.2,31.285,56.088,21.507,0,0,56
12/24/22 22:40:00,0,30.942,59.69,22.208,0,0,56
12/24/22 22:45:00,0,30.298,65.623,23.166,0,0,56
12/24/22 22:50:00,0,29.376,66.653,22.548,0,0,56
12/24/22 22:55:00,0,28.732,73.082,23.457,0,0,56
12/24/22 23:00:00,0,28.153,75.148,23.362,0,0,56
12/24/22 23:05:00,0.2,27.531,76.323,23.018,0,0,56
12/24/22 23:10:00,0,27.21,77.92,23.049,0,0,56
12/24/22 23:15:00,0,27.017,79.451,23.184,0,0,56
12/24/22 23:20:00,0,26.716,79.028,22.804,0,0,56
12/24/22 23:25:00,0.2,26.437,80.809,22.901,0,0,56
12/24/22 23:30:00,0,26.159,82.535,22.979,0,0,56
12/24/22 23:35:00,0,25.966,82.765,22.836,0,0,56
12/24/22 23:40:00,0,25.858,82.612,22.701,0,0,56
12/24/22 23:45:00,0,25.708,84.514,22.93,0,0,56
12/24/22 23:50:00,0.2,25.537,83.821,22.626,0,0,56
12/24/22 23:55:00,0,25.387,86.088,22.92,0,0,56
12/25/22 00:00:00,0,25.258,86.477,22.868,0,0,56
12/25/22 00:05:00,0,25.065,87.288,22.832,0,0,56
12/25/22 00:10:00,0,24.893,88.394,22.871,0,0,56
12/25/22 00:15:00,0.2,24.829,87.961,22.727,0,0,56
12/25/22 00:20:00,0,24.743,88.016,22.653,0,0,56
12/25/22 00:25:00,0,24.679,88.112,22.607,0,0,56
12/25/22 00:30:00,0,24.593,88.588,22.612,0,0,56
12/25/22 00:35:00,0,24.593,89.841,22.844,0,0,56
12/25/22 00:40:00,0.2,24.486,90.257,22.814,0,0,56
12/25/22 00:45:00,0,24.357,90.156,22.668,0,0,56
12/25/22 00:50:00,0,24.25,90.904,22.699,0,0,56
12/25/22 00:55:00,0,24.143,89.517,22.339,0,0,56
12/25/22 01:00:00,0,24.057,90.117,22.364,0,0,56
12/25/22 01:05:00,0,24.057,90.532,22.44,0,0,56
12/25/22 01:10:00,0.2,23.95,90.097,22.255,0,0,56
12/25/22 01:15:00,0,23.864,90.616,22.264,0,0,56
12/25/22 01:20:00,0,23.757,90.761,22.185,0,0,56
12/25/22 01:25:00,0,23.714,90.977,22.181,0,0,56
12/25/22 01:30:00,0,23.606,90.907,22.063,0,0,56
12/25/22 01:35:00,0,23.542,91.205,22.053,0,0,56
12/25/22 01:40:00,0.2,23.413,91.786,22.03,0,0,56
12/25/22 01:45:00,0,23.37,92.235,22.067,0,0,56
12/25/22 01:50:00,0,23.392,92.74,22.178,0,0,56
12/25/22 01:55:00,0,23.435,92.47,22.173,0,0,56
12/25/22 02:00:00,0,23.413,92.171,22.098,0,0,56
12/25/22 02:05:00,0,23.328,92.267,22.03,0,0,56
12/25/22 02:10:00,0,23.263,92.264,21.966,0,0,56
12/25/22 02:15:00,0.2,23.177,92.461,21.916,0,0,56
12/25/22 02:20:00,0,23.135,92.236,21.834,0,0,56
12/25/22 02:25:00,0,23.113,92.404,21.842,0,0,56
12/25/22 02:30:00,0,23.049,92.587,21.811,0,0,56
12/25/22 02:35:00,0,22.899,92.721,21.686,0,0,56
12/25/22 02:40:00,0,22.963,93.622,21.908,0,0,56
12/25/22 02:45:00,0,23.006,93.518,21.932,0,0,56
12/25/22 02:50:00,0,22.963,93.599,21.904,0,0,56
12/25/22 02:55:00,0.2,22.92,93.426,21.831,0,0,56
12/25/22 03:00:00,0,22.941,93.191,21.811,0,0,56
12/25/22 03:05:00,0,22.856,93.182,21.724,0,0,56
12/25/22 03:10:00,0,22.791,93.397,21.698,0,0,56
12/25/22 03:15:00,0,22.77,93.678,21.726,0,0,56
12/25/22 03:20:00,0,22.877,93.491,21.8,0,0,56
12/25/22 03:25:00,0,22.834,93.095,21.688,0,0,56
12/25/22 03:30:00,0,22.856,93.243,21.735,0,0,56
12/25/22 03:35:00,0,22.834,92.85,21.644,0,0,56
12/25/22 03:40:00,0.2,22.727,93.051,21.574,0,0,56
12/25/22 03:45:00,0,22.62,93.489,21.544,0,0,56
12/25/22 03:50:00,0,22.534,93.816,21.516,0,0,56
12/25/22 03:55:00,0,22.491,94.112,21.525,0,0,56
12/25/22 04:00:00,0,22.448,94.264,21.509,0,0,56
12/25/22 04:05:00,0,22.405,94.18,21.451,0,0,56
12/25/22 04:10:00,0,22.362,94.501,21.464,0,0,56
12/25/22 04:15:00,0,22.319,94.707,21.457,0,0,56
12/25/22 04:20:00,0,22.255,94.676,21.388,0,0,56
12/25/22 04:25:00,0.2,22.212,94.85,21.375,0,0,56
12/25/22 04:30:00,0,22.212,95.059,21.411,0,0,56
12/25/22 04:35:00,0,22.212,95.065,21.412,0,0,56
12/25/22 04:40:00,0,22.212,95.32,21.456,0,0,56
12/25/22 04:45:00,0,22.105,94.986,21.292,0,0,56
12/25/22 04:50:00,0,22.169,95.344,21.418,0,0,56
12/25/22 04:55:00,0,22.084,95.219,21.311,0,0,56
12/25/22 05:00:00,0,22.062,95.225,21.291,0,0,56
12/25/22 05:05:00,0,22.062,95.61,21.356,0,0,56
12/25/22 05:10:00,0,22.084,95.399,21.342,0,0,56
12/25/22 05:15:00,0.2,22.019,94.981,21.206,0,0,56
12/25/22 05:20:00,0,21.933,94.954,21.116,0,0,56
12/25/22 05:25:00,0,21.955,95.312,21.199,0,0,56
12/25/22 05:30:00,0,21.955,95.569,21.243,0,0,56
12/25/22 05:35:00,0,21.933,95.706,21.245,0,0,56
12/25/22 05:40:00,0,21.912,95.778,21.236,0,0,56
12/25/22 05:45:00,0,21.805,95.711,21.117,0,0,56
12/25/22 05:50:00,0,21.698,95.528,20.979,0,0,56
12/25/22 05:55:00,0,21.676,95.349,20.927,0,0,56
12/25/22 06:00:00,0,21.655,95.523,20.936,0,0,56
12/25/22 06:05:00,0.2,21.547,95.59,20.84,0,0,56
12/25/22 06:10:00,0,21.462,95.743,20.781,0,0,56
12/25/22 06:15:00,0,21.462,95.943,20.815,0,0,56
12/25/22 06:20:00,0,21.419,95.958,20.775,0,0,56
12/25/22 06:25:00,0,21.333,95.798,20.662,0,0,56
12/25/22 06:30:00,0,21.247,95.755,20.569,0,0,56
12/25/22 06:35:00,0,21.204,95.894,20.55,0,0,56
12/25/22 06:40:00,0,21.161,96.068,20.537,0,0,56
12/25/22 06:45:00,0,21.14,96.214,20.54,0,0,56
12/25/22 06:50:00,0,21.076,96.146,20.464,0,0,56
12/25/22 06:55:00,0,21.118,96.471,20.562,0,0,56
12/25/22 07:00:00,0.2,21.161,96.51,20.612,0,0,56
12/25/22 07:05:00,0,21.14,96.352,20.563,0,0,56
12/25/22 07:10:00,0,21.118,96.208,20.518,0,0,56
12/25/22 07:15:00,0,21.118,96.04,20.489,0,0,56
12/25/22 07:20:00,0,21.033,95.86,20.373,0,0,56
12/25/22 07:25:00,0,21.033,96.007,20.398,0,0,56
12/25/22 07:30:00,0,21.011,96.095,20.392,0,0,56
12/25/22 07:35:00,0,20.968,96.149,20.358,0,0,56
12/25/22 07:40:00,0,21.076,96.304,20.491,0,0,56
12/25/22 07:45:00,0,21.097,96.146,20.486,0,0,56
12/25/22 07:50:00,0,21.097,96.086,20.476,0,0,56
12/25/22 07:55:00,0.2,21.183,96.185,20.578,0,0,56
12/25/22 08:00:00,0,21.226,96.287,20.638,0,0,56
12/25/22 08:05:00,0,21.397,96.483,20.842,0,0,56
12/25/22 08:10:00,0,21.44,96.53,20.893,0,0,56
12/25/22 08:15:00,0,21.526,96.483,20.97,0,0,56
12/25/22 08:20:00,0,21.569,96.304,20.983,0,0,56
12/25/22 08:25:00,0,21.633,95.988,20.994,0,0,56
12/25/22 08:30:00,0,21.676,95.441,20.943,0,0,53
12/25/22 08:35:00,0,21.676,95.315,20.922,0,0,53
12/25/22 08:40:00,0,21.676,95.285,20.916,0,0,53
12/25/22 08:45:00,0,21.676,95.187,20.9,0,0,53
12/25/22 08:50:00,0,21.698,95.363,20.951,0,0,53
12/25/22 08:55:00,0,21.698,95.143,20.913,0,0,53
12/25/22 09:00:00,0,21.698,95.367,20.952,0,0,53
12/25/22 09:05:00,0.2,21.74,95.416,21.003,0,0,53
12/25/22 09:10:00,0,21.74,95.329,20.988,0,0,53
12/25/22 09:15:00,0,21.719,95.242,20.952,0,0,53
12/25/22 09:20:00,0,21.719,95.407,20.98,0,0,53
12/25/22 09:25:00,0,21.719,95.377,20.975,0,0,53
12/25/22 09:30:00,0,21.762,95.468,21.033,0,0,53
12/25/22 09:35:00,0,21.783,95.354,21.035,0,0,53
12/25/22 09:40:00,0,21.762,95.23,20.992,0,0,53
12/25/22 09:45:00,0,21.762,95.23,20.992,0,0,53
12/25/22 09:50:00,0,21.74,95.152,20.958,0,0,53
12/25/22 09:55:00,0,21.74,95.329,20.988,0,0,53
12/25/22 10:00:00,0,21.719,95.001,20.911,0,0,53
12/25/22 10:05:00,0,21.655,94.928,20.834,0,0,53
12/25/22 10:10:00,0,21.612,95.212,20.84,0,0,53
12/25/22 10:15:00,0.2,21.569,95.297,20.812,0,0,53
12/25/22 10:20:00,0,21.569,95.531,20.852,0,0,53
12/25/22 10:25:00,0,21.633,95.816,20.964,0,0,53
12/25/22 10:30:00,0,21.719,95.691,21.028,0,0,53
12/25/22 10:35:00,0,21.676,95.436,20.942,0,0,53
12/25/22 10:40:00,0,21.719,95.384,20.976,0,0,53
12/25/22 10:45:00,0,21.74,95.233,20.972,0,0,53
12/25/22 10:50:00,0,21.655,95.023,20.85,0,0,53
12/25/22 10:55:00,0,21.612,94.917,20.789,0,0,53
12/25/22 11:00:00,0,21.633,95.12,20.846,0,0,53
12/25/22 11:05:00,0,21.719,94.784,20.873,0,0,53
12/25/22 11:10:00,0,21.676,94.882,20.847,0,0,13
12/25/22 11:15:00,0,21.676,94.708,20.818,0,0,351
12/25/22 11:20:00,0,21.676,94.221,20.734,0,0,351
12/25/22 11:25:00,0,21.676,93.976,20.691,0,0,351
12/25/22 11:30:00,0,21.676,94.231,20.735,0,0,351
12/25/22 11:35:00,0,21.74,94.244,20.802,0,0,351
12/25/22 11:40:00,0,21.955,94.058,20.983,0,0,351
12/25/22 11:45:00,0,22.084,93.646,21.039,0,0,351
12/25/22 11:50:00,0.2,22.341,92.94,21.171,0,0,351
12/25/22 11:55:00,0,22.641,90.367,21.01,0,0,351
12/25/22 12:00:00,0,23.092,85.24,20.504,0,0,355
12/25/22 12:05:00,0,23.542,82.664,20.447,0,0,34
12/25/22 12:10:00,0,23.799,80.522,20.272,0,0,32
12/25/22 12:15:00,0,24.121,77.774,20.022,0,0,28
12/25/22 12:20:00,0,24.7,76.255,20.264,0,0.5,35
12/25/22 12:25:00,0,25.086,74.421,20.243,0,0,35
12/25/22 12:30:00,0,25.429,71.406,19.903,0,1,352
12/25/22 12:35:00,0,25.73,68.869,19.607,0,1,329
12/25/22 12:40:00,0,25.837,68.795,19.692,0,1,3
12/25/22 12:45:00,0,26.18,65.634,19.261,0,0,1
12/25/22 12:50:00,0,26.566,66.119,19.746,0,0.5,38
12/25/22 12:55:00,0,26.673,66.142,19.854,0,0,319
12/25/22 13:00:00,0,26.545,64.836,19.41,0,0.5,25
12/25/22 13:05:00,0,26.931,61.929,19.037,0,1.5,48
12/25/22 13:10:00,0,26.652,63.006,19.051,0,1,83
12/25/22 13:15:00,0,26.673,62.538,18.951,0,1,58
12/25/22 13:20:00,0,26.909,61.576,18.925,0,1,10
12/25/22 13:25:00,0,26.824,58.241,17.955,0,3.5,45
12/25/22 13:30:00,0.2,26.866,58.016,17.933,0,2,58
12/25/22 13:35:00,0,27.231,59.472,18.67,0,3,38
12/25/22 13:40:00,0,27.295,57.534,18.201,0.5,2.5,63
12/25/22 13:45:00,0,27.66,56.628,18.288,0.5,2.5,72
12/25/22 13:50:00,0,27.917,55.714,18.268,0.5,2.5,48
12/25/22 13:55:00,0,27.896,54.252,17.824,0.5,3,39
12/25/22 14:00:00,0,27.96,56.742,18.6,0.5,3,55
12/25/22 14:05:00,0,28.496,54.546,18.467,0,1.5,55
12/25/22 14:10:00,0,28.282,54.783,18.337,0.5,3.5,84
12/25/22 14:15:00,0,28.711,55.351,18.9,0.5,2.5,111
12/25/22 14:20:00,0,28.561,53.851,18.322,0.5,3,87
12/25/22 14:25:00,0,28.925,53.072,18.426,0.5,2.5,83
12/25/22 14:30:00,0,29.419,51.397,18.369,0,2.5,73
12/25/22 14:35:00,0.2,29.183,53.05,18.657,0.5,3.5,14
12/25/22 14:40:00,0,28.99,54.231,18.831,0.5,3.5,55
12/25/22 14:45:00,0,29.054,50.53,17.762,0.5,3,65
12/25/22 14:50:00,0,29.462,50.471,18.118,0.5,3,39
12/25/22 14:55:00,0,29.719,50.498,18.363,0.5,3,37
12/25/22 15:00:00,0,29.976,48.788,18.049,0,1.5,28
12/25/22 15:05:00,0,29.59,51.528,18.567,0.5,3,79
12/25/22 15:10:00,0,29.891,49.383,18.164,0,2,52
12/25/22 15:15:00,0,30.277,50.274,18.803,0,2.5,25
12/25/22 15:20:00,0,30.749,47.428,18.303,0,1,355
12/25/22 15:25:00,0,29.612,51.098,18.453,1,3,74
12/25/22 15:30:00,0,30.169,51.653,19.139,0,1.5,122
12/25/22 15:35:00,0,30.491,51.958,19.53,0.5,2.5,72
12/25/22 15:40:00,0,30.534,50.092,18.981,0,2,125
12/25/22 15:45:00,0,30.749,48.243,18.575,0,2.5,60
12/25/22 15:50:00,0,30.877,49.662,19.157,0.5,3,111
12/25/22 15:55:00,0,31.049,48.348,18.884,0.5,2.5,125
12/25/22 16:00:00,0,30.513,47.858,18.232,0.5,2.5,125
12/25/22 16:05:00,0.2,30.577,49.926,18.967,0.5,2,150
12/25/22 16:10:00,0,30.32,50.976,19.065,0.5,3,86
12/25/22 16:15:00,0,30.942,46.705,18.233,0,2.5,41
12/25/22 16:20:00,0,30.791,47.088,18.227,0.5,2,53
12/25/22 16:25:00,0,31.478,49.589,19.683,0.5,2,41
12/25/22 16:30:00,0,30.92,47.584,18.511,0.5,2.5,118
12/25/22 16:35:00,0,31.113,48.307,18.929,0,2,14
12/25/22 16:40:00,0,31.242,46.786,18.533,0,2,3
12/25/22 16:45:00,0,31.928,46.499,19.058,0,2,14
12/25/22 16:50:00,0,30.942,47.73,18.58,0.5,2.5,142
12/25/22 16:55:00,0,31.156,51.363,19.956,0.5,2,142
12/25/22 17:00:00,0,31.757,48.147,19.462,0.5,2.5,112
12/25/22 17:05:00,0,31.757,47.414,19.216,0.5,2.5,125
12/25/22 17:10:00,0,31.199,51.052,19.897,0,1.5,138
12/25/22 17:15:00,0,31.263,50.219,19.691,0.5,2.5,157
12/25/22 17:20:00,0,31.778,48.292,19.53,0.5,3,74
12/25/22 17:25:00,0,32.057,46.213,19.076,0,1,135
12/25/22 17:30:00,0,32.507,47.285,19.855,0.5,2.5,88
12/25/22 17:35:00,0,31.392,48.243,19.162,0,1.5,194
12/25/22 17:40:00,0,29.998,55.891,20.253,0.5,2,129
12/25/22 17:45:00,0,30.877,48.078,18.637,0.5,2,102
12/25/22 17:50:00,0,31.456,51.136,20.16,0,1,84
12/25/22 17:55:00,0,32.357,45.573,19.124,0,2,115
12/25/22 18:00:00,0,32.4,46.018,19.319,0.5,2.5,125
12/25/22 18:05:00,0,32.55,44.022,18.743,0.5,2.5,104
12/25/22 18:10:00,0.2,32.593,42.799,18.331,0,1.5,60
12/25/22 18:15:00,0,31.885,44.639,18.366,0,2,101
12/25/22 18:20:00,0,30.984,47.529,18.551,0,1,93
12/25/22 18:25:00,0,32.1,46.021,19.048,0,1.5,122
12/25/22 18:30:00,0,32.915,44.677,19.309,0.5,2.5,94
12/25/22 18:35:00,0,32.636,43.384,18.587,0.5,2,102
12/25/22 18:40:00,0,31.006,50.495,19.543,0,1.5,138
12/25/22 18:45:00,0,30.513,49.116,18.646,0,1.5,145
12/25/22 18:50:00,0,30.856,50.793,19.5,0,2,146
12/25/22 18:55:00,0,32.207,44.526,18.616,0,1,112
12/25/22 19:00:00,0,32.893,46.484,19.929,0,1.5,29
12/25/22 19:05:00,0,33.816,45.147,20.292,0,1.5,37
12/25/22 19:10:00,0,32.357,43.51,18.382,0.5,2,161
12/25/22 19:15:00,0,32.486,46.218,19.467,0.5,2.5,147
12/25/22 19:20:00,0,32.915,44.826,19.363,0.5,2.5,129
12/25/22 19:25:00,0,32.657,45.074,19.219,0,3,119
12/25/22 19:30:00,0,32.614,43.67,18.672,0.5,2,153
12/25/22 19:35:00,0,31.928,45.966,18.873,0,1,145
12/25/22 19:40:00,0,30.856,51.681,19.78,0,1.5,159
12/25/22 19:45:00,0,30.684,51.24,19.483,0,0.5,174
12/25/22 19:50:00,0,31.306,49.699,19.562,0,0.5,226
12/25/22 19:55:00,0,31.692,50.793,20.268,0,0,257
12/25/22 20:00:00,0,31.349,50.719,19.93,0,0.5,220
12/25/22 20:05:00,0,30.362,53.835,19.984,0,1.5,163
12/25/22 20:10:00,0,30.148,53.979,19.829,0,0.5,149
12/25/22 20:15:00,0,30.212,53.634,19.785,0,1,143
12/25/22 20:20:00,0,30.341,53.75,19.939,0,1,143
12/25/22 20:25:00,0,30.341,53.388,19.83,0,0,143
12/25/22 20:30:00,0,30.277,53.927,19.933,0,1,142
12/25/22 20:35:00,0,30.277,54,19.954,0,1,140
12/25/22 20:40:00,0,30.127,55.483,20.254,0,0.5,140
12/25/22 20:45:00,0,29.934,55.584,20.104,0,0.5,140
12/25/22 20:50:00,0,29.934,57.159,20.557,0,0,140
12/25/22 20:55:00,0,30.019,56.577,20.471,0,0,140
12/25/22 21:00:00,0.2,29.955,56.77,20.466,0,0,139
12/25/22 21:05:00,0,29.848,59.965,21.258,0,0,139
12/25/22 21:10:00,0,29.612,59.609,20.939,0,0,139
12/25/22 21:15:00,0,29.505,62.313,21.563,0,0,146
12/25/22 21:20:00,0,29.44,64.709,22.122,0,0,147
12/25/22 21:25:00,0,29.226,68.978,22.972,0,0,147
12/25/22 21:30:00,0,28.775,67.03,22.07,0,0,147
12/25/22 21:35:00,0,28.732,68.635,22.418,0,0,147
12/25/22 21:40:00,0,28.561,68.566,22.238,0,0,147
12/25/22 21:45:00,0,28.518,71.868,22.973,0,0,147
12/25/22 21:50:00,0,28.432,72.123,22.95,0,0,147
12/25/22 21:55:00,0,28.068,69.145,21.905,0,0.5,264
12/25/22 22:00:00,0,28.132,66.787,21.398,0,0,275
12/25/22 22:05:00,0,28.175,65.316,21.075,0,0,275
12/25/22 22:10:00,0,28.239,66.534,21.438,0,0,275
12/25/22 22:15:00,0,28.175,71.429,22.543,0,0,275
12/25/22 22:20:00,0,27.982,71.168,22.297,0,0,275
12/25/22 22:25:00,0,27.875,72.079,22.404,0,0,275
12/25/22 22:30:00,0,27.875,72.491,22.498,0,0,275
12/25/22 22:35:00,0,27.896,73.991,22.857,0,0,275
12/25/22 22:40:00,0,27.746,74.083,22.732,0,0,275
12/25/22 22:45:00,0,27.467,76.077,22.902,0,0,275
12/25/22 22:50:00,0,27.295,78.872,23.334,0,0,275
12/25/22 22:55:00,0,27.145,79.437,23.307,0,0,275
