Line#,Date,"Rain (S-RGF 21246400:21256003-1), mm, PATFA1 (INIAP)","Temperature (S-THC 21246400:21262596-1), *C, PATFA1 (INIAP)","RH (S-THC 21246400:21262596-2), %, PATFA1 (INIAP)","Dew Point (S-THC 21246400:21262596-3), *C, PATFA1 (INIAP)","Wind Speed (S-WSB 21246400:21262656-1), m/s, PATFA1 (INIAP)","Gust Speed (S-WSB 21246400:21262656-2), m/s, PATFA1 (INIAP)","Wind Direction (S-WDA 21246400:21268488-1), *, PATFA1 (INIAP)"
6104,09/03/22 00:00:00,0,24.357,89.064,22.467,0,0.5,105
6105,09/03/22 00:05:00,0,24.25,89.499,22.442,0,1.5,105
6106,09/03/22 00:10:00,0,24.164,90.098,22.467,0,1,105
6107,09/03/22 00:15:00,0,24.121,90.556,22.508,0,0.5,105
6108,09/03/22 00:20:00,0,24.057,91.397,22.597,0,0,105
6109,09/03/22 00:25:00,0,24.035,91.479,22.591,0,0,105
6110,09/03/22 00:30:00,0,24.035,92.122,22.706,0,0,105
6111,09/03/22 00:35:00,0,24.014,92.245,22.707,0,0,105
6112,09/03/22 00:40:00,0,24.014,92.493,22.751,0,0.5,105
6113,09/03/22 00:45:00,0,24.078,93.196,22.94,0,0,105
6114,09/03/22 00:50:00,0,23.992,92.967,22.815,0,0.5,105
6115,09/03/22 00:55:00,0,23.992,92.95,22.812,0,1,105
6116,09/03/22 01:00:00,0,23.992,93.246,22.864,0,0.5,105
6117,09/03/22 01:05:00,0,24.014,92.383,22.732,0,0,105
6118,09/03/22 01:10:00,0,23.992,92.876,22.798,0,0,105
6119,09/03/22 01:15:00,0,24.035,93.082,22.877,0,0,105
6120,09/03/22 01:20:00,0,24.1,93.141,22.952,0,0,105
6121,09/03/22 01:25:00,0,24.078,93.367,22.971,0,0,105
6122,09/03/22 01:30:00,0,24.035,93.727,22.992,0,0,105
6123,09/03/22 01:35:00,0,24.143,93.7,23.093,0,0,102
6124,09/03/22 01:40:00,0,24.207,92.827,23.002,0.5,2.5,326
6125,09/03/22 01:45:00,0,24.207,92.95,23.024,0,0.5,330
6126,09/03/22 01:50:00,0,24.185,92.786,22.974,0,2,313
6127,09/03/22 01:55:00,0,24.057,93.37,22.95,0,2,313
6128,09/03/22 02:00:00,0,24.035,93.06,22.874,0,1.5,310
6129,09/03/22 02:05:00,0,24.057,93.248,22.928,0,1,288
6130,09/03/22 02:10:00,0,24.078,92.845,22.878,0,1,285
6131,09/03/22 02:15:00,0,24.143,92.638,22.905,0,1,326
6132,09/03/22 02:20:00,0,24.078,92.937,22.894,0,1,326
6133,09/03/22 02:25:00,0,24.078,92.959,22.898,0,0,317
6134,09/03/22 02:30:00,0,24.1,92.683,22.87,0,0.5,317
6135,09/03/22 02:35:00,0,24.078,93.274,22.954,0,0,317
6136,09/03/22 02:40:00,0,23.992,93.887,22.977,0,0,317
6137,09/03/22 02:45:00,0,24.014,94.044,23.026,0,0,317
6138,09/03/22 02:50:00,0,23.95,93.42,22.852,0,0,321
6139,09/03/22 02:55:00,0,23.95,93.71,22.904,0,0,321
6140,09/03/22 03:00:00,0,23.95,93.732,22.907,0,0,321
6141,09/03/22 03:05:00,0,23.907,93.82,22.88,0,0,321
6142,09/03/22 03:10:00,0,23.757,94.342,22.823,0,0,321
6143,09/03/22 03:15:00,0,23.649,94.995,22.83,0,0,321
6144,09/03/22 03:20:00,0,23.628,95.265,22.856,0,0,321
6145,09/03/22 03:25:00,0,23.671,94.963,22.846,0,0,321
6146,09/03/22 03:30:00,0,23.757,94.8,22.903,0,0,321
6147,09/03/22 03:35:00,0,23.799,94.817,22.949,0,0,321
6148,09/03/22 03:40:00,0,23.778,94.64,22.896,0,0,321
6149,09/03/22 03:45:00,0,23.714,95.018,22.898,0,0,321
6150,09/03/22 03:50:00,0,23.692,95.441,22.95,0,0,321
6151,09/03/22 03:55:00,0,23.671,95.669,22.969,0,0,321
6152,09/03/22 04:00:00,0,23.692,95.601,22.978,0,0,321
6153,09/03/22 04:05:00,0,23.692,95.573,22.973,0,0,321
6154,09/03/22 04:10:00,0,23.499,96.658,22.968,0,0.5,321
6155,09/03/22 04:15:00,0,23.435,96.963,22.956,0,0.5,320
6156,09/03/22 04:20:00,0,23.349,97.545,22.969,0,1,320
6157,09/03/22 04:25:00,0,23.306,97.762,22.963,0,0,320
6158,09/03/22 04:30:00,0,23.242,97.815,22.908,0,0,320
6159,09/03/22 04:35:00,0,23.199,98.112,22.915,0,0,320
6160,09/03/22 04:40:00,0,23.177,98.236,22.915,0,0,320
6161,09/03/22 04:45:00,0,23.22,98.044,22.925,0,0,320
6162,09/03/22 04:50:00,0,23.199,97.876,22.875,0,0,320
6163,09/03/22 04:55:00,0,23.177,98.067,22.886,0,0,320
6164,09/03/22 05:00:00,0,23.177,98.416,22.945,0,0,320
6165,09/03/22 05:05:00,0,23.156,98.412,22.923,0,0,320
6166,09/03/22 05:10:00,0,23.199,98.41,22.965,0,0,320
6167,09/03/22 05:15:00,0,23.199,98.343,22.954,0,0,320
6168,09/03/22 05:20:00,0,23.177,98.416,22.945,0,0,320
6169,09/03/22 05:25:00,0,23.113,98.686,22.926,0,0.5,320
6170,09/03/22 05:30:00,0,23.156,98.833,22.993,0,0,320
6171,09/03/22 05:35:00,0,23.156,98.43,22.926,0,1,286
6172,09/03/22 05:40:00,0,23.156,98.598,22.954,0,0.5,178
6173,09/03/22 05:45:00,0,23.113,98.476,22.891,0,0,178
6174,09/03/22 05:50:00,0,23.135,98.598,22.933,0,0.5,178
6175,09/03/22 05:55:00,0,23.113,98.442,22.885,0,0,178
6176,09/03/22 06:00:00,0,23.135,98.543,22.923,0,0.5,178
6177,09/03/22 06:05:00,0,23.092,98.791,22.922,0,0,178
6178,09/03/22 06:10:00,0,23.113,98.572,22.907,0,0,178
6179,09/03/22 06:15:00,0,23.135,98.314,22.885,0,0,178
6180,09/03/22 06:20:00,0,23.113,98.167,22.839,0,0,178
6181,09/03/22 06:25:00,0,23.07,98.251,22.81,0,0,178
6182,09/03/22 06:30:00,0,23.07,98.334,22.824,0,0,178
6183,09/03/22 06:35:00,0,23.049,98.538,22.837,0,0,178
6184,09/03/22 06:40:00,0,23.006,98.804,22.838,0,0,178
6185,09/03/22 06:45:00,0,23.006,98.64,22.811,0,0,178
6186,09/03/22 06:50:00,0,23.027,98.663,22.836,0,0,178
6187,09/03/22 06:55:00,0,22.984,99.062,22.86,0,0,178
6188,09/03/22 07:00:00,0,22.92,99.202,22.819,0,0,178
6189,09/03/22 07:05:00,0,22.92,99.202,22.819,0,0,178
6190,09/03/22 07:10:00,0,22.941,98.878,22.787,0,0,178
6191,09/03/22 07:15:00,0,22.963,98.909,22.813,0,0,178
6192,09/03/22 07:20:00,0,22.92,98.991,22.784,0,0,178
6193,09/03/22 07:25:00,0,22.877,99.051,22.751,0,0,178
6194,09/03/22 07:30:00,0,22.877,99.28,22.789,0,0,178
6195,09/03/22 07:35:00,0,22.813,99.496,22.761,0,0,178
6196,09/03/22 07:40:00,0,22.813,99.509,22.763,0,0,178
6197,09/03/22 07:45:00,0,22.813,99.536,22.767,0,0.5,178
6198,09/03/22 07:50:00,0,22.856,99.335,22.777,0,0,178
6199,09/03/22 07:55:00,0,22.834,99.368,22.761,0,0,178
6200,09/03/22 08:00:00,0,22.813,99.469,22.756,0,0,178
6201,09/03/22 08:05:00,0,22.856,99.478,22.801,0,0,178
6202,09/03/22 08:10:00,0,22.834,99.574,22.795,0,0,178
6203,09/03/22 08:15:00,0,22.856,99.591,22.819,0,0,178
6204,09/03/22 08:20:00,0,22.877,99.518,22.829,0,0,178
6205,09/03/22 08:25:00,0,22.877,99.467,22.82,0,0.5,178
6206,09/03/22 08:30:00,0,22.856,99.533,22.81,0,0,178
6207,09/03/22 08:35:00,0,22.856,99.574,22.817,0,0.5,178
6208,09/03/22 08:40:00,0,22.856,99.652,22.83,0,0.5,178
6209,09/03/22 08:45:00,0,22.834,99.68,22.813,0,0,178
6210,09/03/22 08:50:00,0,22.856,99.597,22.82,0,0,178
6211,09/03/22 08:55:00,0,22.834,99.597,22.799,0,0,178
6212,09/03/22 09:00:00,0,22.813,99.527,22.766,0,0.5,178
6213,09/03/22 09:05:00,0,22.813,99.67,22.79,0,0,178
6214,09/03/22 09:10:00,0,22.791,99.683,22.77,0,0,178
6215,09/03/22 09:15:00,0,22.813,99.765,22.805,0,0,178
6216,09/03/22 09:20:00,0,22.834,99.66,22.809,0,0,178
6217,09/03/22 09:25:00,0,22.813,99.66,22.788,0,0,178
6218,09/03/22 09:30:00,0,22.856,99.597,22.82,0,0,178
6219,09/03/22 09:35:00,0,22.813,99.614,22.78,0,0,178
6220,09/03/22 09:40:00,0,22.834,99.655,22.809,0,0,178
6221,09/03/22 09:45:00,0,22.856,99.751,22.846,0,0.5,178
6222,09/03/22 09:50:00,0,22.834,99.696,22.815,0,0.5,178
6223,09/03/22 09:55:00,0,22.856,99.744,22.845,0,0,178
6224,09/03/22 10:00:00,0,22.834,99.597,22.799,0,0,178
6225,09/03/22 10:05:00,0,22.834,99.724,22.82,0,0,178
6226,09/03/22 10:10:00,0,22.813,99.335,22.734,0,0.5,178
6227,09/03/22 10:15:00,0,22.813,99.687,22.792,0,0,178
6228,09/03/22 10:20:00,0,22.77,99.55,22.727,0,0,178
6229,09/03/22 10:25:00,0,22.791,99.71,22.775,0,0,178
6230,09/03/22 10:30:00,0,22.813,99.812,22.813,0,0,178
6231,09/03/22 10:35:00,0,22.791,99.753,22.782,0,0,178
6232,09/03/22 10:40:00,0.2,22.791,99.405,22.724,0,0,178
6233,09/03/22 10:45:00,0.2,22.791,99.876,22.802,0,0.5,178
6234,09/03/22 10:50:00,0,22.813,99.991,22.843,0,0,178
6235,09/03/22 10:55:00,0,22.77,100,22.801,0,0,178
6236,09/03/22 11:00:00,0,22.748,100,22.78,0,0,178
6237,09/03/22 11:05:00,0,22.727,100,22.758,0,0,178
6238,09/03/22 11:10:00,0.2,22.727,100,22.758,0,0,178
6239,09/03/22 11:15:00,0,22.727,99.673,22.704,0,0,180
6240,09/03/22 11:20:00,0,22.748,99.719,22.733,0,0,181
6241,09/03/22 11:25:00,0,22.748,99.522,22.701,0,0,194
6242,09/03/22 11:30:00,0,22.791,99.652,22.765,0,0,194
6243,09/03/22 11:35:00,0,22.834,99.582,22.796,0,0,194
6244,09/03/22 11:40:00,0,22.899,99.55,22.856,0,0,194
6245,09/03/22 11:45:00,0,22.92,99.774,22.914,0,0,194
6246,09/03/22 11:50:00,0,22.963,99.783,22.959,0,0,194
6247,09/03/22 11:55:00,0,22.963,99.564,22.922,0,0,192
6248,09/03/22 12:00:00,0,23.07,99.504,23.02,0,0,192
6249,09/03/22 12:05:00,0,23.049,99.039,22.921,0,0,192
6250,09/03/22 12:10:00,0,23.07,99.202,22.969,0,0,192
6251,09/03/22 12:15:00,0,23.113,98.892,22.961,0,0,192
6252,09/03/22 12:20:00,0,23.177,98.444,22.95,0,0,192
6253,09/03/22 12:25:00,0,23.199,98.906,23.049,0,0,192
6254,09/03/22 12:30:00,0,23.242,98.749,23.065,0,0,192
6255,09/03/22 12:35:00,0,23.328,98.227,23.063,0,0.5,197
6256,09/03/22 12:40:00,0,23.585,97.739,23.238,0,0,202
6257,09/03/22 12:45:00,0,23.757,97.958,23.446,0,0,202
6258,09/03/22 12:50:00,0,23.992,95.888,23.327,0,0,202
6259,09/03/22 12:55:00,0,23.971,96.814,23.465,0,0.5,292
6260,09/03/22 13:00:00,0,24.25,94.368,23.318,0,0.5,300
6261,09/03/22 13:05:00,0,24.293,95.1,23.489,0,1,310
6262,09/03/22 13:10:00,0,24.357,96.759,23.841,0,1.5,293
6263,09/03/22 13:15:00,0,24.657,93.677,23.601,0,0.5,302
6264,09/03/22 13:20:00,0,25.043,91.214,23.541,0,0,293
6265,09/03/22 13:25:00,0,25.172,89.653,23.381,0,1,306
6266,09/03/22 13:30:00,0,25.108,91.901,23.729,0,1,299
6267,09/03/22 13:35:00,0,25.194,90.497,23.558,0,1,286
6268,09/03/22 13:40:00,0,25.494,88.382,23.461,0,0.5,313
6269,09/03/22 13:45:00,0,25.472,88.38,23.44,0,0.5,320
6270,09/03/22 13:50:00,0,25.987,86.999,23.685,0,0,320
6271,09/03/22 13:55:00,0,26.094,86.015,23.601,0,1.5,316
6272,09/03/22 14:00:00,0,26.416,82.553,23.234,0,0.5,309
6273,09/03/22 14:05:00,0,26.502,80.974,22.998,0,0,316
6274,09/03/22 14:10:00,0,26.974,79.522,23.158,0,0.5,316
6275,09/03/22 14:15:00,0,26.437,82.567,23.258,0,1.5,285
6276,09/03/22 14:20:00,0,26.137,83.51,23.152,0,1.5,278
6277,09/03/22 14:25:00,0,25.708,85.972,23.214,0,1,292
6278,09/03/22 14:30:00,0,25.773,85.364,23.159,0,0.5,292
6279,09/03/22 14:35:00,0,25.966,86.183,23.507,0,0.5,292
6280,09/03/22 14:40:00,0,25.923,85.324,23.299,0,0.5,51
6281,09/03/22 14:45:00,0,26.073,85.528,23.486,0,0.5,51
6282,09/03/22 14:50:00,0,25.923,86.39,23.505,0,0,51
6283,09/03/22 14:55:00,0,26.116,84.175,23.263,0,0,49
6284,09/03/22 15:00:00,0,26.373,84.248,23.53,0,0.5,8
6285,09/03/22 15:05:00,0,27.145,81.456,23.724,0,0,8
6286,09/03/22 15:10:00,0,27.896,80.941,24.35,0,1.5,20
6287,09/03/22 15:15:00,0,28.068,79.376,24.191,0,0.5,49
6288,09/03/22 15:20:00,0,27.446,78.357,23.371,0.5,2,288
6289,09/03/22 15:25:00,0,27.467,80,23.737,0,1.5,338
6290,09/03/22 15:30:00,0,28.132,75.65,23.452,0,1,8
6291,09/03/22 15:35:00,0,28.046,78.196,23.92,0,1.5,310
6292,09/03/22 15:40:00,0,28.153,77.267,23.825,0,1,17
6293,09/03/22 15:45:00,0,28.346,74.725,23.455,0,1,20
6294,09/03/22 15:50:00,0,28.904,75.56,24.178,0,0.5,18
6295,09/03/22 15:55:00,0,29.333,71.547,23.681,0.5,2,305
6296,09/03/22 16:00:00,0,29.505,72.399,24.043,0.5,2,300
6297,09/03/22 16:05:00,0,29.247,74.24,24.215,0,2,303
6298,09/03/22 16:10:00,0,29.011,74.025,23.939,0.5,2,340
6299,09/03/22 16:15:00,0,28.582,73.155,23.329,0.5,2,288
6300,09/03/22 16:20:00,0,28.496,73.716,23.374,0,1,195
6301,09/03/22 16:25:00,0,29.097,71.823,23.519,0,1.5,209
6302,09/03/22 16:30:00,0,29.59,70.544,23.693,0,1,274
6303,09/03/22 16:35:00,0,29.676,69.39,23.501,0,0.5,284
6304,09/03/22 16:40:00,0,29.526,69.941,23.489,0,2.5,18
6305,09/03/22 16:45:00,0,28.904,71.363,23.227,0.5,2,79
6306,09/03/22 16:50:00,0,28.561,75.033,23.73,0,2,93
6307,09/03/22 16:55:00,0,28.496,74.711,23.596,0,1,104
6308,09/03/22 17:00:00,0,28.261,73.059,22.998,0,1.5,87
6309,09/03/22 17:05:00,0,28.582,74.359,23.601,0,0.5,84
6310,09/03/22 17:10:00,0,28.432,72.766,23.096,0,0.5,84
6311,09/03/22 17:15:00,0,28.411,73.466,23.235,0,1,84
6312,09/03/22 17:20:00,0,29.44,74.752,24.516,0,0.5,84
6313,09/03/22 17:25:00,0,29.076,71.379,23.395,0.5,1.5,84
6314,09/03/22 17:30:00,0,30.491,74.105,25.383,0,2,102
6315,09/03/22 17:35:00,0,30.877,69.651,24.711,0,1.5,91
6316,09/03/22 17:40:00,0,30.942,63.981,23.355,0,1,49
6317,09/03/22 17:45:00,0,30.791,67.858,24.193,0,1,348
6318,09/03/22 17:50:00,0,30.062,68.005,23.534,0.5,2,246
6319,09/03/22 17:55:00,0,30.191,66.38,23.255,0,1.5,309
6320,09/03/22 18:00:00,0,30.856,63.148,23.057,0,1.5,190
6321,09/03/22 18:05:00,0,30.834,65.339,23.603,0,1,168
6322,09/03/22 18:10:00,0,30.169,64.794,22.834,0,1.5,264
6323,09/03/22 18:15:00,0,29.783,66.989,23.019,0.5,2,261
6324,09/03/22 18:20:00,0,29.59,71.308,23.872,0,1.5,279
6325,09/03/22 18:25:00,0,29.462,68.829,23.161,0.5,2,227
6326,09/03/22 18:30:00,0,29.354,70.086,23.359,0.5,2,166
6327,09/03/22 18:35:00,0,29.29,70.568,23.411,0,2,178
6328,09/03/22 18:40:00,0,29.333,69.578,23.218,0,1.5,258
6329,09/03/22 18:45:00,0,28.968,70.971,23.197,0.5,2.5,168
6330,09/03/22 18:50:00,0,28.561,73.433,23.372,0.5,2.5,192
6331,09/03/22 18:55:00,0,28.003,74.449,23.062,1,3,185
6332,09/03/22 19:00:00,0,28.003,74.861,23.154,1,3,188
6333,09/03/22 19:05:00,0,26.974,73.877,21.943,2,5.5,174
6334,09/03/22 19:10:00,0,24.572,80.323,20.984,3,6.5,181
6335,09/03/22 19:15:00,0,23.971,85.878,21.489,2,6,197
6336,09/03/22 19:20:00,0,23.585,85.006,20.943,1.5,4.5,183
6337,09/03/22 19:25:00,0,23.006,87.773,20.896,1.5,4,180
6338,09/03/22 19:30:00,0,22.813,87.466,20.648,0,2,173
6339,09/03/22 19:35:00,0,22.577,85.956,20.134,0.5,3,260
6340,09/03/22 19:40:00,0,22.555,88.46,20.578,0,1.5,239
6341,09/03/22 19:45:00,0,22.748,87.059,20.509,0,1,268
6342,09/03/22 19:50:00,0,22.984,87.247,20.776,0,0.5,268
6343,09/03/22 19:55:00,0,23.199,86.743,20.893,0,1.5,268
6344,09/03/22 20:00:00,0,23.456,84.425,20.705,0,1.5,286
6345,09/03/22 20:05:00,0,23.671,85.278,21.079,0,0.5,320
6346,09/03/22 20:10:00,0,23.692,83.885,20.832,0,0,320
6347,09/03/22 20:15:00,0,23.971,84.118,21.15,0,1,319
6348,09/03/22 20:20:00,0,24.078,84.207,21.273,0.5,2,313
6349,09/03/22 20:25:00,0,24.143,83.479,21.194,0,1,313
6350,09/03/22 20:30:00,0,24.143,83.561,21.21,0,1,333
6351,09/03/22 20:35:00,0,24.357,83.409,21.39,0,0,343
6352,09/03/22 20:40:00,0,24.293,83.294,21.305,0,1,336
6353,09/03/22 20:45:00,0,24.207,84.472,21.45,0,1,334
6354,09/03/22 20:50:00,0,24.078,84.411,21.312,0,0.5,11
6355,09/03/22 20:55:00,0,23.864,85.734,21.356,0,0,13
6356,09/03/22 21:00:00,0,23.864,87.373,21.666,0,0.5,13
6357,09/03/22 21:05:00,0,23.521,88.284,21.498,0,1.5,51
6358,09/03/22 21:10:00,0,23.22,89.465,21.419,0.5,2,91
6359,09/03/22 21:15:00,0,23.156,90.556,21.554,0,2,81
6360,09/03/22 21:20:00,0,23.07,90.774,21.508,0,0.5,77
6361,09/03/22 21:25:00,0,22.791,91.444,21.352,0,2,74
6362,09/03/22 21:30:00,0,22.534,92.853,21.347,0.5,2,70
6363,09/03/22 21:35:00,0,22.555,93.443,21.472,0,0.5,67
6364,09/03/22 21:40:00,0,22.513,92.694,21.298,0,0.5,67
6365,09/03/22 21:45:00,0,22.47,93.718,21.435,0,0,66
6366,09/03/22 21:50:00,0,22.491,94.104,21.523,0,0.5,66
6367,09/03/22 21:55:00,0,22.47,93.686,21.429,0,0,66
6368,09/03/22 22:00:00,0,22.491,93.692,21.452,0,0,66
6369,09/03/22 22:05:00,0,22.555,94.258,21.614,0,0,66
6370,09/03/22 22:10:00,0,22.684,93.768,21.657,0,0.5,66
6371,09/03/22 22:15:00,0,22.663,94.452,21.754,0,0.5,67
6372,09/03/22 22:20:00,0,22.62,93.779,21.595,0,0.5,65
6373,09/03/22 22:25:00,0,22.684,93.594,21.626,0,0.5,59
6374,09/03/22 22:30:00,0,22.684,93.252,21.566,0,0.5,59
6375,09/03/22 22:35:00,0,22.791,93.619,21.737,0,0.5,59
6376,09/03/22 22:40:00,0,22.813,92.964,21.643,0,0,59
6377,09/03/22 22:45:00,0,22.834,92.891,21.652,0,1,59
6378,09/03/22 22:50:00,0,22.77,93.454,21.687,0,1,59
6379,09/03/22 22:55:00,0,22.706,94.643,21.83,0,0.5,59
6380,09/03/22 23:00:00,0,22.641,95.702,21.949,0,0.5,59
6381,09/03/22 23:05:00,0,22.62,95.54,21.9,0.5,2,119
6382,09/03/22 23:10:00,0,22.534,95.056,21.731,0.5,2.5,128
6383,09/03/22 23:15:00,0,22.577,94.817,21.732,1,3,121
6384,09/03/22 23:20:00,0.2,22.491,95.169,21.708,0.5,2,136
6385,09/03/22 23:25:00,0.4,22.341,96.172,21.73,0.5,2.5,133
6386,09/03/22 23:30:00,0.6,22.298,96.732,21.783,0,2,91
6387,09/03/22 23:35:00,0.8,22.148,97.121,21.699,0.5,3,108
6388,09/03/22 23:40:00,0.6,22.084,97.572,21.71,0,2,101
6389,09/03/22 23:45:00,0.8,22.019,97.765,21.678,0,0.5,79
6390,09/03/22 23:50:00,0.8,21.955,98.122,21.674,0,1,136
6391,09/03/22 23:55:00,0.6,21.933,98.315,21.685,0,1.5,100
6392,09/04/22 00:00:00,0.4,21.891,98.63,21.694,0,1.5,87
6393,09/04/22 00:05:00,0.4,21.869,98.151,21.593,0,1.5,88
6394,09/04/22 00:10:00,0.4,21.805,98.451,21.579,0,0,90
6395,09/04/22 00:15:00,0.4,21.805,98.567,21.598,0,0,90
6396,09/04/22 00:20:00,0.4,21.805,98.576,21.6,0,0,90
6397,09/04/22 00:25:00,0.4,21.719,98.865,21.562,0,0,90
6398,09/04/22 00:30:00,0.2,21.74,99.142,21.629,0,0,90
6399,09/04/22 00:35:00,0.2,21.719,99.01,21.586,0,0,90
6400,09/04/22 00:40:00,0.2,21.74,99.289,21.653,0,0,90
6401,09/04/22 00:45:00,0.2,21.74,98.997,21.605,0,0,90
6402,09/04/22 00:50:00,0.2,21.783,99.651,21.756,0,0,90
6403,09/04/22 00:55:00,0,21.805,99.216,21.705,0,0,88
6404,09/04/22 01:00:00,0.2,21.783,99.295,21.697,0,0.5,88
6405,09/04/22 01:05:00,0.2,21.74,99.304,21.656,0,1,319
6406,09/04/22 01:10:00,0,21.783,98.988,21.646,0,0.5,298
6407,09/04/22 01:15:00,0.2,21.783,99.417,21.717,0,0,298
6408,09/04/22 01:20:00,0,21.74,99.506,21.689,0,0.5,298
6409,09/04/22 01:25:00,0,21.698,99.153,21.588,0,1,298
6410,09/04/22 01:30:00,0.2,21.719,99.6,21.683,0,1,298
6411,09/04/22 01:35:00,0,21.698,99.519,21.648,0,1,296
6412,09/04/22 01:40:00,0,21.719,99.728,21.704,0,1.5,285
6413,09/04/22 01:45:00,0,21.74,99.799,21.737,0,0.5,278
6414,09/04/22 01:50:00,0.2,21.698,99.669,21.673,0,1.5,275
6415,09/04/22 01:55:00,0,21.719,99.728,21.704,0,0.5,271
6416,09/04/22 02:00:00,0,21.719,99.609,21.685,0,0.5,271
6417,09/04/22 02:05:00,0,21.698,99.309,21.614,0,1,274
6418,09/04/22 02:10:00,0,21.783,98.277,21.528,0,1,289
6419,09/04/22 02:15:00,0,21.805,98.109,21.522,0,1,292
6420,09/04/22 02:20:00,0,21.826,98.236,21.564,0,1,291
6421,09/04/22 02:25:00,0,21.783,98.598,21.582,0.5,2.5,285
6422,09/04/22 02:30:00,0,21.783,98.97,21.643,1,3,277
6423,09/04/22 02:35:00,0,21.783,99.084,21.662,1,4,279
6424,09/04/22 02:40:00,0,21.762,99.197,21.66,0.5,2.5,272
6425,09/04/22 02:45:00,0,21.783,99.167,21.676,1.5,4.5,275
6426,09/04/22 02:50:00,0,21.783,98.927,21.636,1,3,286
6427,09/04/22 02:55:00,0,21.848,98.366,21.607,1,4,293
6428,09/04/22 03:00:00,0,21.848,98.204,21.58,1,4,292
6429,09/04/22 03:05:00,0,21.848,97.578,21.476,0,2,291
6430,09/04/22 03:10:00,0,21.848,97.807,21.514,0,2,263
6431,09/04/22 03:15:00,0,21.848,97.633,21.485,0,1,293
6432,09/04/22 03:20:00,0,21.848,97.783,21.51,0,1,323
6433,09/04/22 03:25:00,0,21.826,97.719,21.478,0,1.5,313
6434,09/04/22 03:30:00,0,21.719,98.141,21.441,0,0,271
6435,09/04/22 03:35:00,0,21.655,98.054,21.363,0,1,275
6436,09/04/22 03:40:00,0,21.526,98.442,21.299,0,0,277
6437,09/04/22 03:45:00,0,21.462,98.547,21.252,0,0,277
6438,09/04/22 03:50:00,0,21.376,99.295,21.289,0,0,277
6439,09/04/22 03:55:00,0,21.333,99.376,21.26,0,0,277
6440,09/04/22 04:00:00,0,21.397,99.843,21.401,0,0,277
6441,09/04/22 04:05:00,0,21.397,99.886,21.408,0,0,277
6442,09/04/22 04:10:00,0,21.354,100,21.383,0,0,277
6443,09/04/22 04:15:00,0,21.311,100,21.341,0,0,277
6444,09/04/22 04:20:00,0,21.226,100,21.255,0,0,277
6445,09/04/22 04:25:00,0,21.247,100,21.276,0,0,277
6446,09/04/22 04:30:00,0,21.161,100,21.19,0,0,277
6447,09/04/22 04:35:00,0,21.097,100,21.126,0,0,277
6448,09/04/22 04:40:00,0,20.968,100,20.997,0,0,277
6449,09/04/22 04:45:00,0,20.882,100,20.911,0,0,277
6450,09/04/22 04:50:00,0,20.775,100,20.803,0,0,277
6451,09/04/22 04:55:00,0,20.818,100,20.846,0,0,277
6452,09/04/22 05:00:00,0,20.754,100,20.782,0,0,277
6453,09/04/22 05:05:00,0,20.732,100,20.761,0,0,277
6454,09/04/22 05:10:00,0,20.732,100,20.761,0,0,277
6455,09/04/22 05:15:00,0,20.625,100,20.653,0,0,277
6456,09/04/22 05:20:00,0,20.496,100,20.524,0,0,277
6457,09/04/22 05:25:00,0,20.518,100,20.546,0,0,277
6458,09/04/22 05:30:00,0,20.432,100,20.46,0,0,277
6459,09/04/22 05:35:00,0,20.218,100,20.245,0,0,277
6460,09/04/22 05:40:00,0,20.346,100,20.374,0,0,277
6461,09/04/22 05:45:00,0,20.282,100,20.309,0,0,277
6462,09/04/22 05:50:00,0,20.175,100,20.202,0,0,277
6463,09/04/22 05:55:00,0,20.239,100,20.266,0,0,277
6464,09/04/22 06:00:00,0,20.175,100,20.202,0,0,277
6465,09/04/22 06:05:00,0,20.11,100,20.138,0,0,277
6466,09/04/22 06:10:00,0.2,20.11,100,20.138,0,0,277
6467,09/04/22 06:15:00,0,20.003,100,20.03,0,0,277
6468,09/04/22 06:20:00,0,20.046,100,20.073,0,0,277
6469,09/04/22 06:25:00,0,20.132,100,20.159,0,0,277
6470,09/04/22 06:30:00,0,20.153,100,20.18,0,0,277
6471,09/04/22 06:35:00,0,20.175,100,20.202,0,0,277
6472,09/04/22 06:40:00,0,20.26,100,20.288,0,0,277
6473,09/04/22 06:45:00,0,20.368,100,20.395,0,1,244
6474,09/04/22 06:50:00,0,20.432,100,20.46,0,0.5,211
6475,09/04/22 06:55:00,0,20.475,100,20.503,0,1,211
6476,09/04/22 07:00:00,0,20.496,100,20.524,0,0.5,211
6477,09/04/22 07:05:00,0,20.539,100,20.567,0,0.5,211
6478,09/04/22 07:10:00,0,20.604,100,20.632,0,0,211
6479,09/04/22 07:15:00,0,20.604,100,20.632,0,0,211
6480,09/04/22 07:20:00,0,20.647,100,20.675,0,0,211
6481,09/04/22 07:25:00,0,20.668,100,20.696,0,0.5,211
6482,09/04/22 07:30:00,0,20.689,100,20.718,0,1,208
6483,09/04/22 07:35:00,0,20.625,100,20.653,0,1.5,198
6484,09/04/22 07:40:00,0,20.647,100,20.675,0,0,198
6485,09/04/22 07:45:00,0,20.668,100,20.696,0,0,198
6486,09/04/22 07:50:00,0,20.754,100,20.782,0,0,198
6487,09/04/22 07:55:00,0,20.775,100,20.803,0,0,198
6488,09/04/22 08:00:00,0,20.818,100,20.846,0,1,194
