Line#,Date,"Rain (S-RGF 21246400:21256003-1), mm, PATFA1 (INIAP)","Temperature (S-THC 21246400:21262596-1), *C, PATFA1 (INIAP)","RH (S-THC 21246400:21262596-2), %, PATFA1 (INIAP)","Dew Point (S-THC 21246400:21262596-3), *C, PATFA1 (INIAP)","Wind Speed (S-WSB 21246400:21262656-1), m/s, PATFA1 (INIAP)","Gust Speed (S-WSB 21246400:21262656-2), m/s, PATFA1 (INIAP)","Wind Direction (S-WDA 21246400:21268488-1), *, PATFA1 (INIAP)"
39927,12/29/22 10:35:00,0,20.668,95.132,19.887,0,0,102
39928,12/29/22 10:40:00,0,20.732,94.954,19.921,0,0,102
39929,12/29/22 10:45:00,0,20.754,94.858,19.926,0,0,102
39930,12/29/22 10:50:00,0,20.818,94.525,19.933,0,0,102
39931,12/29/22 10:55:00,0,20.925,94.725,20.074,0,0,102
39932,12/29/22 11:00:00,0,20.925,94.762,20.08,0,0,102
39933,12/29/22 11:05:00,0,20.947,94.662,20.084,0,0,102
39934,12/29/22 11:10:00,0,21.076,94.844,20.243,0,0,102
39935,12/29/22 11:15:00,0,21.14,94.771,20.295,0,0,102
39936,12/29/22 11:20:00,0,21.29,94.177,20.342,0,0,102
39937,12/29/22 11:25:00,0,21.333,93.742,20.31,0,0,102
39938,12/29/22 11:30:00,0,21.483,93.933,20.492,0,0,102
39939,12/29/22 11:35:00,0,21.59,93.31,20.491,0,0,102
39940,12/29/22 11:40:00,0,21.719,93.223,20.603,0,0,102
39941,12/29/22 11:45:00,0,21.848,92.474,20.6,0,0,102
39942,12/29/22 11:50:00,0,22.019,92.401,20.757,0,0,102
39943,12/29/22 11:55:00,0,22.277,91.128,20.786,0,0,102
39944,12/29/22 12:00:00,0,22.62,90.678,21.045,0,0,102
39945,12/29/22 12:05:00,0,22.899,90.239,21.242,0,0,102
39946,12/29/22 12:10:00,0,23.199,88.444,21.21,0,0,102
39947,12/29/22 12:15:00,0,23.628,86.427,21.256,0,0,102
39948,12/29/22 12:20:00,0,23.907,87.263,21.688,0,0,102
39949,12/29/22 12:25:00,0,24.164,86.242,21.748,0,0,102
39950,12/29/22 12:30:00,0,24.121,84.129,21.3,0,0,101
39951,12/29/22 12:35:00,0,24.143,85.576,21.6,0,1,345
39952,12/29/22 12:40:00,0,24.357,83.601,21.428,0,0,345
39953,12/29/22 12:45:00,0,24.572,85.255,21.959,0,0,345
39954,12/29/22 12:50:00,0,24.915,84.443,22.138,0,0,345
39955,12/29/22 12:55:00,0,25.065,82.855,21.973,0,0,345
39956,12/29/22 13:00:00,0,25.344,81.752,22.026,0,0,345
39957,12/29/22 13:05:00,0,26.18,75.875,21.614,0,0,348
39958,12/29/22 13:10:00,0,27.102,72.766,21.818,0,0.5,338
39959,12/29/22 13:15:00,0,27.488,72.32,22.088,0,1,327
39960,12/29/22 13:20:00,0,27.488,72.239,22.07,0,1.5,282
39961,12/29/22 13:25:00,0,27.746,70.233,21.854,0,0.5,292
39962,12/29/22 13:30:00,0,28.518,70.709,22.704,0,0,291
39963,12/29/22 13:35:00,0,28.496,67.9,22.016,0,1,291
39964,12/29/22 13:40:00,0,28.368,68.571,22.055,0,1,291
39965,12/29/22 13:45:00,0,28.883,67.359,22.252,0,0,291
39966,12/29/22 13:50:00,0,29.462,68.614,23.109,0,1,291
39967,12/29/22 13:55:00,0,29.312,64.822,22.028,0,1.5,278
39968,12/29/22 14:00:00,0,29.505,63.958,21.991,0,1,295
39969,12/29/22 14:05:00,0,29.783,68.109,23.293,0,1,296
39970,12/29/22 14:10:00,0,30.084,62.383,22.128,0,1.5,268
39971,12/29/22 14:15:00,0,29.998,63.407,22.315,0.5,1.5,264
39972,12/29/22 14:20:00,0,31.199,61.692,22.994,0,1,265
39973,12/29/22 14:25:00,0,30.899,59.747,22.183,0.5,1.5,279
39974,12/29/22 14:30:00,0,31.456,60.061,22.793,0,0.5,329
39975,12/29/22 14:35:00,0,32.293,55.132,22.161,0,0,329
39976,12/29/22 14:40:00,0,32.121,54.499,21.812,0,1.5,49
39977,12/29/22 14:45:00,0,32.529,52.773,21.661,0,2,60
39978,12/29/22 14:50:00,0,32.4,55.373,22.332,0,2,74
39979,12/29/22 14:55:00,0,32.443,50.631,20.905,0.5,2,88
39980,12/29/22 15:00:00,0,32.078,51.017,20.694,0.5,3.5,80
39981,12/29/22 15:05:00,0,32.207,54.023,21.748,0.5,3,117
39982,12/29/22 15:10:00,0,32.293,50.889,20.85,0.5,3,72
39983,12/29/22 15:15:00,0,32.765,49.813,20.935,0.5,2.5,42
39984,12/29/22 15:20:00,0,32.636,52.29,21.609,0.5,1.5,91
39985,12/29/22 15:25:00,0,32.7,53.242,21.965,0.5,2.5,94
39986,12/29/22 15:30:00,0,33.172,48.458,20.858,0.5,3,122
39987,12/29/22 15:35:00,0,32.765,49.676,20.89,1,5,104
39988,12/29/22 15:40:00,0,32.786,51.965,21.645,1,4,118
39989,12/29/22 15:45:00,0,33.194,49.39,21.188,0.5,2.5,69
39990,12/29/22 15:50:00,0,33.022,49.01,20.905,0.5,4,72
39991,12/29/22 15:55:00,0,32.443,50.297,20.797,1,3,76
39992,12/29/22 16:00:00,0,32.915,51.249,21.537,0.5,2,55
39993,12/29/22 16:05:00,0,32.614,50.752,21.101,1,3.5,111
39994,12/29/22 16:10:00,0,32.679,52.76,21.795,0.5,2.5,93
39995,12/29/22 16:15:00,0,32.786,49.2,20.753,0.5,3,77
39996,12/29/22 16:20:00,0,33.043,49.761,21.173,0.5,2.5,102
39997,12/29/22 16:25:00,0,33.151,48.998,21.019,1,4,112
39998,12/29/22 16:30:00,0,33.301,49.552,21.34,1,4.5,77
39999,12/29/22 16:35:00,0,33.537,49.152,21.423,0.5,4,52
40000,12/29/22 16:40:00,0,33.644,48.901,21.437,0.5,3,86
40001,12/29/22 16:45:00,0,33.944,50.459,22.226,0.5,3,88
40002,12/29/22 16:50:00,0,33.43,47.289,20.695,1,3.5,102
40003,12/29/22 16:55:00,0,33.751,48.467,21.389,0.5,3,91
40004,12/29/22 17:00:00,0,34.073,49.642,22.076,1,3.5,98
40005,12/29/22 17:05:00,0,34.309,47.822,21.678,1,3,107
40006,12/29/22 17:10:00,0,33.88,46.841,20.949,1.5,4,131
40007,12/29/22 17:15:00,0,34.33,46.955,21.398,1,3,118
40008,12/29/22 17:20:00,0,34.266,47.84,21.645,1.5,5,118
40009,12/29/22 17:25:00,0,33.301,47.967,20.809,1.5,4,104
40010,12/29/22 17:30:00,0,33.537,47.202,20.762,1,4,73
40011,12/29/22 17:35:00,0,34.287,45.766,20.94,1,5.5,65
40012,12/29/22 17:40:00,0,33.665,49.007,21.492,1.5,4.5,102
40013,12/29/22 17:45:00,0,34.459,46.925,21.504,1,3,76
40014,12/29/22 17:50:00,0,34.416,45.739,21.047,1,3,80
40015,12/29/22 17:55:00,0,32.936,50.17,21.208,1,3,91
40016,12/29/22 18:00:00,0,32.893,50.045,21.128,1,3,69
40017,12/29/22 18:05:00,0,33.365,52.993,22.501,1,3,125
40018,12/29/22 18:10:00,0,33.816,47.955,21.274,1.5,3,119
40019,12/29/22 18:15:00,0,34.459,48.289,21.974,1,2.5,131
40020,12/29/22 18:20:00,0,33.58,46.554,20.576,1.5,4.5,110
40021,12/29/22 18:25:00,0,33.215,48.334,20.855,0.5,3,95
40022,12/29/22 18:30:00,0,33.194,49.273,21.149,0.5,3,20
40023,12/29/22 18:35:00,0,34.051,49.258,21.928,0.5,2.5,10
40024,12/29/22 18:40:00,0,34.309,47.839,21.684,0.5,2,13
40025,12/29/22 18:45:00,0,33.923,46.522,20.877,0.5,2.5,46
40026,12/29/22 18:50:00,0,33.494,45.27,20.045,0.5,1.5,97
40027,12/29/22 18:55:00,0,34.073,45.13,20.519,0.5,2,122
40028,12/29/22 19:00:00,0,34.051,45.707,20.706,0.5,2.5,118
40029,12/29/22 19:05:00,0,33.751,45.225,20.262,0.5,2.5,145
40030,12/29/22 19:10:00,0,34.781,41.724,19.884,0,1,107
40031,12/29/22 19:15:00,0,34.759,43.906,20.691,0,1.5,76
40032,12/29/22 19:20:00,0,34.051,46.165,20.868,0.5,2,70
40033,12/29/22 19:25:00,0,33.344,45.156,19.869,0,3,126
40034,12/29/22 19:30:00,0,34.287,45.183,20.732,0,1,152
40035,12/29/22 19:35:00,0,35.038,43.752,20.885,0.5,3,326
40036,12/29/22 19:40:00,0,33.88,46.712,20.904,0,2,55
40037,12/29/22 19:45:00,0,32.765,50.271,21.084,0,3,60
40038,12/29/22 19:50:00,0,32.143,52.604,21.253,0,1.5,31
40039,12/29/22 19:55:00,0,31.821,52.203,20.831,0,1,44
40040,12/29/22 20:00:00,0,31.842,55.361,21.811,0,0.5,22
40041,12/29/22 20:05:00,0,33.301,50.971,21.802,0,1,357
40042,12/29/22 20:10:00,0,34.137,48.692,21.817,0,1.5,337
40043,12/29/22 20:15:00,0,33.987,49.195,21.849,0,2.5,263
40044,12/29/22 20:20:00,0,33.494,50.156,21.715,1,3,260
40045,12/29/22 20:25:00,0,33.644,49.694,21.7,0.5,3,257
40046,12/29/22 20:30:00,0,34.33,45.6,20.92,0.5,2,296
40047,12/29/22 20:35:00,0,34.459,45.039,20.835,0.5,2,299
40048,12/29/22 20:40:00,0,34.545,45.647,21.131,0.5,2,291
40049,12/29/22 20:45:00,0,34.48,46.941,21.53,0.5,2,268
40050,12/29/22 20:50:00,0,34.545,44.314,20.648,0,1,285
40051,12/29/22 20:55:00,0,34.738,47.076,21.81,0,1,3
40052,12/29/22 21:00:00,0,33.644,51.148,22.174,0,1.5,340
40053,12/29/22 21:05:00,0,33.558,51.542,22.221,0,2,293
40054,12/29/22 21:10:00,0,32.486,54.994,22.298,0,2,298
40055,12/29/22 21:15:00,0,31.628,56.147,21.843,0.5,2.5,270
40056,12/29/22 21:20:00,0,31.671,54.293,21.333,0.5,2.5,258
40057,12/29/22 21:25:00,0,32.357,52.137,21.305,0.5,2,260
40058,12/29/22 21:30:00,0,32.743,51.695,21.52,0,1.5,256
40059,12/29/22 21:35:00,0,32.958,50.265,21.259,0,1,247
40060,12/29/22 21:40:00,0,33.108,50.074,21.334,0,1.5,248
40061,12/29/22 21:45:00,0,32.85,51.447,21.541,0,1.5,263
40062,12/29/22 21:50:00,0,32.529,51.878,21.381,0,1,178
40063,12/29/22 21:55:00,0,32.4,54.481,22.065,0.5,2.5,248
40064,12/29/22 22:00:00,0,32.121,55.47,22.102,0.5,2,263
40065,12/29/22 22:05:00,0,31.885,56.121,22.075,0.5,2.5,265
40066,12/29/22 22:10:00,0,31.606,57.522,22.221,0.5,2,260
40067,12/29/22 22:15:00,0,31.585,57.549,22.209,0.5,2,270
40068,12/29/22 22:20:00,0,31.392,58.584,22.322,0,2,267
40069,12/29/22 22:25:00,0,31.328,59.251,22.448,0,0.5,293
40070,12/29/22 22:30:00,0,30.942,60.063,22.31,0.5,1.5,274
40071,12/29/22 22:35:00,0,30.706,61.773,22.552,0,1.5,263
40072,12/29/22 22:40:00,0,30.405,62.469,22.453,0,1,258
40073,12/29/22 22:45:00,0,30.212,63.642,22.578,0,0.5,300
40074,12/29/22 22:50:00,0,29.783,64.671,22.437,0,0,305
40075,12/29/22 22:55:00,0,29.44,66.503,22.572,0,0,305
40076,12/29/22 23:00:00,0,29.118,68.545,22.765,0,0,305
40077,12/29/22 23:05:00,0,28.797,68.659,22.486,0,0,305
40078,12/29/22 23:10:00,0,28.518,69.601,22.444,0,0,305
40079,12/29/22 23:15:00,0,28.218,71.012,22.487,0,0,305
40080,12/29/22 23:20:00,0,27.832,74.762,22.966,0,0,305
40081,12/29/22 23:25:00,0,27.488,75.76,22.854,0,0,305
40082,12/29/22 23:30:00,0,27.253,77.624,23.028,0,0,305
40083,12/29/22 23:35:00,0,27.017,78.347,22.953,0,0,305
40084,12/29/22 23:40:00,0,26.759,80.04,23.056,0,0,305
40085,12/29/22 23:45:00,0,26.631,81.459,23.222,0,0,305
40086,12/29/22 23:50:00,0,26.416,82.113,23.145,0,0,305
40087,12/29/22 23:55:00,0,26.223,82.376,23.01,0,0,305
40088,12/30/22 00:00:00,0,26.051,82.87,22.941,0,0,305
40089,12/30/22 00:05:00,0,25.944,83.09,22.88,0,0,305
40090,12/30/22 00:10:00,0,25.858,83.493,22.876,0,0,305
40091,12/30/22 00:15:00,0,25.687,84.518,22.91,0,0,305
40092,12/30/22 00:20:00,0,25.622,84.839,22.909,0,0,305
40093,12/30/22 00:25:00,0,25.515,85.212,22.877,0,0,305
40094,12/30/22 00:30:00,0,25.494,85.315,22.876,0,0,305
40095,12/30/22 00:35:00,0,25.387,85.762,22.857,0,0,305
40096,12/30/22 00:40:00,0,25.301,86.023,22.823,0,0,305
40097,12/30/22 00:45:00,0,25.194,86.94,22.893,0,0,305
40098,12/30/22 00:50:00,0,25.194,87.613,23.02,0,0,305
40099,12/30/22 00:55:00,0,25.151,87.938,23.04,0,0,305
40100,12/30/22 01:00:00,0,24.979,88.367,22.951,0,0,305
40101,12/30/22 01:05:00,0,24.872,88.92,22.949,0,0,305
40102,12/30/22 01:10:00,0,24.85,88.943,22.932,0,0,305
40103,12/30/22 01:15:00,0,24.893,88.899,22.966,0,0,305
40104,12/30/22 01:20:00,0,24.829,88.963,22.914,0,0,305
40105,12/30/22 01:25:00,0,24.765,88.998,22.857,0,0,305
40106,12/30/22 01:30:00,0,24.786,88.51,22.787,0,0,305
40107,12/30/22 01:35:00,0,24.679,88.638,22.706,0,0,305
40108,12/30/22 01:40:00,0,24.486,88.862,22.557,0,0,305
40109,12/30/22 01:45:00,0,24.421,89.87,22.679,0,0,305
40110,12/30/22 01:50:00,0,24.507,89.654,22.725,0,0,305
40111,12/30/22 01:55:00,0,24.443,89.57,22.646,0,0,305
40112,12/30/22 02:00:00,0,24.271,90.034,22.561,0,0,305
40113,12/30/22 02:05:00,0,24.185,90.55,22.571,0,0,305
40114,12/30/22 02:10:00,0,24.078,90.684,22.489,0,0,305
40115,12/30/22 02:15:00,0,24.057,90.614,22.455,0,0,305
40116,12/30/22 02:20:00,0,23.992,90.724,22.411,0,0,305
40117,12/30/22 02:25:00,0,23.971,90.784,22.401,0,0,305
40118,12/30/22 02:30:00,0,23.928,90.803,22.362,0,0,305
40119,12/30/22 02:35:00,0,23.928,91.435,22.476,0,0,305
40120,12/30/22 02:40:00,0,23.928,91.398,22.47,0,0,305
40121,12/30/22 02:45:00,0,23.864,91.516,22.427,0,0,305
40122,12/30/22 02:50:00,0,23.864,91.788,22.476,0,0,305
40123,12/30/22 02:55:00,0,23.799,91.946,22.441,0,0,305
40124,12/30/22 03:00:00,0,23.735,92.094,22.404,0,0,305
40125,12/30/22 03:05:00,0,23.735,92.305,22.441,0,0,305
40126,12/30/22 03:10:00,0,23.714,92.186,22.399,0,0,305
40127,12/30/22 03:15:00,0,23.714,91.861,22.341,0,0,305
40128,12/30/22 03:20:00,0,23.735,91.781,22.348,0,0,305
40129,12/30/22 03:25:00,0,23.757,91.878,22.386,0,0,305
40130,12/30/22 03:30:00,0,23.778,91.952,22.421,0,0,305
40131,12/30/22 03:35:00,0,23.842,91.614,22.424,0,0,305
40132,12/30/22 03:40:00,0,23.907,91.353,22.44,0,0,305
40133,12/30/22 03:45:00,0,23.928,91.022,22.402,0,0,305
40134,12/30/22 03:50:00,0,23.971,90.93,22.428,0,0,305
40135,12/30/22 03:55:00,0,23.95,90.866,22.395,0,0,305
40136,12/30/22 04:00:00,0,23.907,91.315,22.433,0,0,305
40137,12/30/22 04:05:00,0,23.885,91.16,22.384,0,0,305
40138,12/30/22 04:10:00,0,23.842,91.064,22.325,0,0,305
40139,12/30/22 04:15:00,0,23.778,91.27,22.298,0,0,305
40140,12/30/22 04:20:00,0,23.714,91.479,22.272,0,0,305
40141,12/30/22 04:25:00,0,23.778,91.502,22.34,0,0,305
40142,12/30/22 04:30:00,0,23.757,91.347,22.291,0,0,305
40143,12/30/22 04:35:00,0,23.757,91.527,22.323,0,0,305
40144,12/30/22 04:40:00,0,23.735,91.806,22.352,0,0,305
40145,12/30/22 04:45:00,0,23.671,91.943,22.313,0,0,305
40146,12/30/22 04:50:00,0,23.606,92.131,22.283,0,0,305
40147,12/30/22 04:55:00,0,23.606,92.285,22.31,0,0,305
40148,12/30/22 05:00:00,0,23.563,92.236,22.259,0,0,305
40149,12/30/22 05:05:00,0,23.521,92.569,22.276,0,0,305
40150,12/30/22 05:10:00,0,23.456,92.335,22.17,0,0,305
40151,12/30/22 05:15:00,0,23.435,92.789,22.23,0,0,305
40152,12/30/22 05:20:00,0,23.392,92.886,22.204,0,0,305
40153,12/30/22 05:25:00,0,23.328,92.964,22.154,0,0,305
40154,12/30/22 05:30:00,0,23.328,93.184,22.193,0,0,305
40155,12/30/22 05:35:00,0,23.263,93.477,22.181,0,0,305
40156,12/30/22 05:40:00,0,23.242,93.545,22.172,0,0,305
40157,12/30/22 05:45:00,0,23.199,93.271,22.081,0,0,305
40158,12/30/22 05:50:00,0,23.113,93.104,21.966,0,0,305
40159,12/30/22 05:55:00,0,23.049,93.019,21.887,0,0,305
40160,12/30/22 06:00:00,0,22.984,93.695,21.942,0,0,305
40161,12/30/22 06:05:00,0,23.07,93.394,21.975,0,0,305
40162,12/30/22 06:10:00,0,23.006,93.123,21.863,0,0,305
40163,12/30/22 06:15:00,0,22.941,93.301,21.83,0,0,305
40164,12/30/22 06:20:00,0,22.856,93.696,21.815,0,0,305
40165,12/30/22 06:25:00,0,23.113,93.507,22.037,0,0.5,306
40166,12/30/22 06:30:00,0,23.263,92.972,22.092,0,1,62
40167,12/30/22 06:35:00,0,23.285,92.688,22.063,0,0,63
40168,12/30/22 06:40:00,0,23.242,92.798,22.04,0,0,63
40169,12/30/22 06:45:00,0,23.242,92.607,22.006,0,0,63
40170,12/30/22 06:50:00,0,23.156,92.747,21.946,0,0,63
40171,12/30/22 06:55:00,0,23.07,92.679,21.848,0,0,63
40172,12/30/22 07:00:00,0,22.941,93.338,21.837,0,0,63
40173,12/30/22 07:05:00,0,22.984,93.848,21.969,0,0,63
40174,12/30/22 07:10:00,0,22.941,93.536,21.872,0,0,63
40175,12/30/22 07:15:00,0,22.941,93.837,21.924,0,0,63
40176,12/30/22 07:20:00,0,22.92,93.751,21.888,0,0,63
40177,12/30/22 07:25:00,0,22.899,93.896,21.892,0,0,63
40178,12/30/22 07:30:00,0,22.834,93.709,21.795,0,0,63
40179,12/30/22 07:35:00,0,22.727,93.732,21.693,0,0,63
40180,12/30/22 07:40:00,0,22.727,94.388,21.807,0,0,63
40181,12/30/22 07:45:00,0,22.663,94.318,21.731,0,0,63
40182,12/30/22 07:50:00,0,22.62,94.319,21.689,0,0,63
40183,12/30/22 07:55:00,0,22.577,94.324,21.647,0,0,63
40184,12/30/22 08:00:00,0,22.491,94.276,21.553,0,0,63
40185,12/30/22 08:05:00,0,22.491,94.533,21.598,0,0,63
40186,12/30/22 08:10:00,0,22.534,94.795,21.686,0,0,63
40187,12/30/22 08:15:00,0,22.491,94.734,21.633,0,0,63
40188,12/30/22 08:20:00,0,22.448,94.913,21.621,0,0,63
40189,12/30/22 08:25:00,0,22.427,94.867,21.592,0,0,63
40190,12/30/22 08:30:00,0,22.319,94.835,21.479,0,0,63
40191,12/30/22 08:35:00,0,22.298,94.812,21.454,0,0,63
40192,12/30/22 08:40:00,0,22.255,95.102,21.461,0,0,63
40193,12/30/22 08:45:00,0,22.277,95.38,21.531,0,0,63
40194,12/30/22 08:50:00,0,22.277,95.358,21.527,0,0,63
40195,12/30/22 08:55:00,0,22.169,95.064,21.369,0,0,63
40196,12/30/22 09:00:00,0,22.169,95.39,21.426,0,0,63
40197,12/30/22 09:05:00,0,22.169,95.636,21.468,0,0,63
40198,12/30/22 09:10:00,0,22.105,95.482,21.377,0,0,63
40199,12/30/22 09:15:00,0,22.105,94.981,21.291,0,0,63
40200,12/30/22 09:20:00,0,22.062,94.766,21.212,0,0,62
40201,12/30/22 09:25:00,0,22.041,95,21.23,0,0,60
40202,12/30/22 09:30:00,0,22.041,94.965,21.224,0,0,60
40203,12/30/22 09:35:00,0,21.998,94.817,21.156,0,0,60
40204,12/30/22 09:40:00,0,21.998,94.903,21.171,0,0,60
40205,12/30/22 09:45:00,0,21.976,94.946,21.157,0,0,60
40206,12/30/22 09:50:00,0,21.976,95.111,21.186,0,0,60
40207,12/30/22 09:55:00,0,21.955,95.283,21.194,0,0,60
40208,12/30/22 10:00:00,0,21.848,95.161,21.066,0,0,60
40209,12/30/22 10:05:00,0,21.912,95.54,21.195,0,0,60
40210,12/30/22 10:10:00,0,21.891,95.499,21.166,0,0,60
40211,12/30/22 10:15:00,0,21.891,95.619,21.187,0,0,60
40212,12/30/22 10:20:00,0,21.955,95.688,21.263,0,0,60
40213,12/30/22 10:25:00,0,21.998,95.491,21.272,0,0,60
40214,12/30/22 10:30:00,0,22.126,95.091,21.332,0,0,60
40215,12/30/22 10:35:00,0,22.212,94.968,21.396,0,0,60
40216,12/30/22 10:40:00,0,22.362,95.183,21.582,0,0,60
40217,12/30/22 10:45:00,0,22.534,95.221,21.759,0,0.5,1
40218,12/30/22 10:50:00,0,22.706,94.264,21.765,0,0.5,35
40219,12/30/22 10:55:00,0,22.748,93.759,21.719,0,0,41
40220,12/30/22 11:00:00,0,22.748,93.742,21.716,0,0,41
40221,12/30/22 11:05:00,0,22.748,93.347,21.647,0,0,41
40222,12/30/22 11:10:00,0,22.748,93.564,21.685,0,0,41
40223,12/30/22 11:15:00,0,22.727,93.553,21.662,0,0,41
40224,12/30/22 11:20:00,0,22.813,93.008,21.651,0,0,41
40225,12/30/22 11:25:00,0,22.856,93.178,21.724,0,0,41
40226,12/30/22 11:30:00,0,22.899,92.753,21.691,0,0,41
40227,12/30/22 11:35:00,0,22.984,92.25,21.687,0,0,39
40228,12/30/22 11:40:00,0,23.07,90.994,21.548,0,0,39
40229,12/30/22 11:45:00,0,23.242,89.416,21.431,0,1,272
40230,12/30/22 11:50:00,0,23.413,89.369,21.592,0,0,272
40231,12/30/22 11:55:00,0,23.542,88.872,21.627,0,1,289
40232,12/30/22 12:00:00,0,23.628,88.238,21.595,0,0.5,316
40233,12/30/22 12:05:00,0,23.671,88.312,21.651,0,0.5,314
40234,12/30/22 12:10:00,0,23.735,88.011,21.658,0,1,296
40235,12/30/22 12:15:00,0,23.864,87.836,21.752,0,1,298
40236,12/30/22 12:20:00,0,23.885,87.364,21.685,0,1,333
40237,12/30/22 12:25:00,0,23.778,87.567,21.618,0,2.5,303
40238,12/30/22 12:30:00,0,24.143,86.499,21.775,0,1,312
40239,12/30/22 12:35:00,0,24.572,85.524,22.011,0,1.5,289
40240,12/30/22 12:40:00,0,25.215,83.381,22.224,0,1.5,279
40241,12/30/22 12:45:00,0,25.88,80.031,22.198,0,1.5,274
40242,12/30/22 12:50:00,0,25.622,81.486,22.244,0,2,295
40243,12/30/22 12:55:00,0,25.043,83.441,22.068,1,2.5,261
40244,12/30/22 13:00:00,0,25.065,83.392,22.08,0,2,288
40245,12/30/22 13:05:00,0,24.979,83.923,22.1,0.5,2,265
40246,12/30/22 13:10:00,0,25.194,82.637,22.056,0,2,271
40247,12/30/22 13:15:00,0,25.322,81.917,22.038,0.5,2,289
40248,12/30/22 13:20:00,0,25.301,82.791,22.191,0.5,2,285
40249,12/30/22 13:25:00,0,25.515,81.401,22.122,0,2,274
40250,12/30/22 13:30:00,0,25.172,82.348,21.977,1,2.5,268
40251,12/30/22 13:35:00,0,25.129,82.106,21.887,0.5,2.5,258
40252,12/30/22 13:40:00,0,26.309,79.3,22.465,1,3,274
40253,12/30/22 13:45:00,0,26.395,76.927,22.048,0.5,1.5,292
40254,12/30/22 13:50:00,0,26.888,76.588,22.453,0,1.5,320
40255,12/30/22 13:55:00,0,27.66,72.599,22.316,0,1,321
40256,12/30/22 14:00:00,0,28.218,70.507,22.37,0,3,330
40257,12/30/22 14:05:00,0,28.368,70.468,22.504,0,2,300
40258,12/30/22 14:10:00,0,29.097,68.246,22.672,0,2,352
40259,12/30/22 14:15:00,0,29.247,67.588,22.656,0,2,329
40260,12/30/22 14:20:00,0,28.775,69.015,22.55,0,1.5,358
40261,12/30/22 14:25:00,0,29.118,67.747,22.572,0,1.5,305
40262,12/30/22 14:30:00,0,29.547,65.698,22.473,0,2,321
40263,12/30/22 14:35:00,0,29.376,65.354,22.224,0.5,2,270
40264,12/30/22 14:40:00,0,29.783,65.394,22.62,0,1.5,264
40265,12/30/22 14:45:00,0,30.427,63.197,22.665,0,1,310
40266,12/30/22 14:50:00,0,30.749,60.873,22.35,0,3,281
40267,12/30/22 14:55:00,0,30.298,61.27,22.033,0.5,2.5,299
40268,12/30/22 15:00:00,0,30.534,61.115,22.214,0,1.5,309
40269,12/30/22 15:05:00,0,30.384,61.688,22.226,0.5,2,270
40270,12/30/22 15:10:00,0,31.328,59.594,22.543,0,1.5,284
40271,12/30/22 15:15:00,0,31.07,57.342,21.669,0.5,3,278
40272,12/30/22 15:20:00,0,30.577,61.189,22.274,0.5,3,254
40273,12/30/22 15:25:00,0,31.328,59.106,22.408,0,1.5,277
40274,12/30/22 15:30:00,0,30.877,59.608,22.125,0,1,1
40275,12/30/22 15:35:00,0,31.435,58.491,22.336,0,1.5,296
40276,12/30/22 15:40:00,0,32.4,53.854,21.875,0,2.5,173
40277,12/30/22 15:45:00,0,31.864,53.237,21.191,0.5,3.5,177
40278,12/30/22 15:50:00,0,30.92,57.247,21.502,0.5,3,41
40279,12/30/22 15:55:00,0,31.328,55.27,21.306,0.5,1.5,150
40280,12/30/22 16:00:00,0,31.113,56.11,21.354,0,3,79
40281,12/30/22 16:05:00,0,31.95,52.1,20.918,0,2,38
40282,12/30/22 16:10:00,0,32.55,53.863,22.016,0,1.5,34
40283,12/30/22 16:15:00,0,32.421,53.068,21.653,0,2.5,115
40284,12/30/22 16:20:00,0,32.872,51.977,21.728,0.5,2,345
40285,12/30/22 16:25:00,0,32.55,52.609,21.63,1,4.5,307
40286,12/30/22 16:30:00,0,32.85,51.301,21.494,0,1.5,21
40287,12/30/22 16:35:00,0,32.657,51.315,21.321,0,2,48
40288,12/30/22 16:40:00,0,33.236,50.677,21.648,0,2,63
40289,12/30/22 16:45:00,0,33.923,47.62,21.257,0.5,2.5,17
40290,12/30/22 16:50:00,0,34.33,47.738,21.669,0.5,3,83
40291,12/30/22 16:55:00,0,34.159,46.534,21.095,0.5,2.5,34
40292,12/30/22 17:00:00,0,32.808,49.908,21.005,0.5,2,63
40293,12/30/22 17:05:00,0,32.336,50.022,20.61,0.5,4,73
40294,12/30/22 17:10:00,0,31.864,50.752,20.412,0,2.5,343
40295,12/30/22 17:15:00,0,33.001,48.452,20.699,0.5,2.5,72
40296,12/30/22 17:20:00,0,33.494,45.051,19.967,0.5,3,28
40297,12/30/22 17:25:00,0,33.515,50.358,21.8,1,3,94
40298,12/30/22 17:30:00,0,34.159,46.751,21.171,0.5,3,87
40299,12/30/22 17:35:00,0,33.794,48.132,21.315,0.5,4,22
40300,12/30/22 17:40:00,0,33.73,47.395,21.004,0.5,2.5,351
40301,12/30/22 17:45:00,0,33.172,48.985,21.034,0.5,4.5,331
40302,12/30/22 17:50:00,0,33.644,45.707,20.337,0.5,2,3
40303,12/30/22 17:55:00,0,33.258,49.415,21.255,1,3,69
40304,12/30/22 18:00:00,0,32.614,46.864,19.807,0.5,2,76
40305,12/30/22 18:05:00,0,33.279,46.699,20.354,0,2,340
40306,12/30/22 18:10:00,0,34.373,44.227,20.461,0.5,2.5,34
40307,12/30/22 18:15:00,0,33.451,47.863,20.911,1,4,90
40308,12/30/22 18:20:00,0,33.751,46.238,20.621,0,1,358
40309,12/30/22 18:25:00,0,33.472,46.874,20.591,1,3.5,35
