FRUTO,Rain,Temperature,RH,DewPoint,WindSpeed,GustSpeed,WindDirection,INCIDENCIA,SEVERIDAD
6,0.015575397,25.02377927,86.22519792,22.19985714,0.095982143,0.745287698,180.5768849,1,75
7,0.015575397,25.02377927,86.22519792,22.19985714,0.095982143,0.745287698,180.5768849,1,30
8,0.015575397,25.02377927,86.22519792,22.19985714,0.095982143,0.745287698,180.5768849,1,100
9,0.015575397,25.02377927,86.22519792,22.19985714,0.095982143,0.745287698,180.5768849,0,0
10,0.015575397,25.02377927,86.22519792,22.19985714,0.095982143,0.745287698,180.5768849,0,0
1,0.015575397,25.02377927,86.22519792,22.19985714,0.095982143,0.745287698,180.5768849,0,0
2,0.015575397,25.02377927,86.22519792,22.19985714,0.095982143,0.745287698,180.5768849,0,0
3,0.015575397,25.02377927,86.22519792,22.19985714,0.095982143,0.745287698,180.5768849,0,0
4,0.015575397,25.02377927,86.22519792,22.19985714,0.095982143,0.745287698,180.5768849,0,0
5,0.015575397,25.02377927,86.22519792,22.19985714,0.095982143,0.745287698,180.5768849,0,0
6,0.015575397,25.02377927,86.22519792,22.19985714,0.095982143,0.745287698,180.5768849,0,0
7,0.015575397,25.02377927,86.22519792,22.19985714,0.095982143,0.745287698,180.5768849,0,0
8,0.015575397,25.02377927,86.22519792,22.19985714,0.095982143,0.745287698,180.5768849,0,0
9,0.015575397,25.02377927,86.22519792,22.19985714,0.095982143,0.745287698,180.5768849,0,0
10,0.015575397,25.02377927,86.22519792,22.19985714,0.095982143,0.745287698,180.5768849,0,0
1,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
2,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
3,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
4,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
5,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
6,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
7,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
8,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
9,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
10,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,100
1,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
2,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,80
3,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
4,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
5,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,80
6,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,80
7,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
8,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
9,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
10,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
1,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
2,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
3,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
4,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
5,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
6,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
7,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
8,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
9,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,100
10,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
1,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
2,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
3,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
4,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
5,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,100
6,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
7,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
8,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
9,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
10,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
1,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
2,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
3,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,100
4,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
5,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
6,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
7,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,100
8,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
9,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
10,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
1,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
2,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
3,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
4,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
5,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
6,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
7,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
8,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
9,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,80
10,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,100
1,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,100
2,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
3,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
4,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
5,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
6,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
7,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
8,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
9,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
10,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
1,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
2,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
3,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,100
4,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
5,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,90
6,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
7,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
8,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
9,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
10,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
1,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,10
2,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
3,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
4,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,100
5,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
6,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
7,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
8,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
9,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,90
10,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
1,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
2,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
3,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,100
4,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
5,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,50
6,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
7,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
8,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,1,100
9,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
10,0.017063492,24.1435129,88.20753274,21.72072966,0.069444444,0.690525794,199.9776786,0,0
1,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
2,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
3,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
4,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
5,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
6,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
7,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
8,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
9,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
10,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
1,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
2,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
3,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
4,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
5,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
6,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
7,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
8,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
9,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
10,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
1,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
2,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
3,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
4,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
5,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
6,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
7,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
8,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
9,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
10,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
1,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
2,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
3,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
4,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
5,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
6,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
7,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
8,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
9,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
10,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
1,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
2,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
3,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
4,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
5,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
6,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
7,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
8,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
9,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
10,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
1,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
2,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
3,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
4,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
5,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
6,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
7,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
8,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
9,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
10,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
1,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
2,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
3,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
4,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
5,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
6,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
7,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
8,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
9,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
10,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
1,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
2,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
3,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
4,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
5,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
6,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
7,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
8,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
9,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
10,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
1,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
2,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
3,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
4,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
5,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
6,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
7,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
8,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
9,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
10,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
1,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
2,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
3,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
4,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
5,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
6,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
7,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
8,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
9,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
10,0.018055556,26.13617907,82.34363393,22.37441171,0.100446429,0.865079365,150.3680556,0,0
1,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
2,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
3,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
4,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
5,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,95
6,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,100
7,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,35
8,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,95
9,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
10,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,100
1,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,30
2,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,80
3,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,98
4,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,90
5,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,80
6,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,80
7,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
8,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
9,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
10,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
1,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
2,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,65
3,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
4,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,40
5,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
6,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,100
7,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
8,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
9,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,100
10,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
1,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,95
2,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,60
3,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,100
4,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,85
5,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,100
6,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,30
7,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,100
8,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,15
9,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,98
10,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,10
1,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
2,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
3,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,100
4,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
5,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,90
6,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
7,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,100
8,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,60
9,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
10,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
1,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,100
2,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,85
3,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,100
4,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,100
5,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
6,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,60
7,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
8,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
9,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,80
10,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,100
1,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,100
2,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
3,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
4,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
5,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,95
6,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,75
7,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,90
8,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,95
9,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
10,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
1,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,98
2,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,0,0
3,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,100
4,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,90
5,0.000595238,27.08597173,79.86222867,22.7321999,0.10094246,0.793402778,144.6319444,1,90
